"Mod name","Registry name","Item ID","Meta/dmg","Display name","Recipe name","Ore Dict keys"
"BiblioCraft","bibliocraft:shelf",7545,6,"Framed Shelf","bibliocraft:custom_framed_natura_blocks_planks_overworld_tiger_planks_genericshelf",""
"BiblioCraft","bibliocraft:shelf",7545,6,"Framed Shelf","bibliocraft:custom_framed_natura_blocks_planks_overworld_willow_planks_genericshelf",""
"BiblioCraft","bibliocraft:shelf",7545,6,"Framed Shelf","bibliocraft:framed_shelf",""
"BiblioCraft","bibliocraft:slottedbook",7599,0,"Slotted Book","bibliocraft:slottedbook",""
"BiblioCraft","bibliocraft:stockroomcatalog",7587,0,"Stockroom Catalog","bibliocraft:stockroomcatalog",""
"BiblioCraft","bibliocraft:swordpedestal",7572,0,"Sword Pedestal","bibliocraft:white_dyed_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,0,"Sword Pedestal","bibliocraft:white_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,1,"Sword Pedestal","bibliocraft:lightgray_dyed_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,1,"Sword Pedestal","bibliocraft:lightgray_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,2,"Sword Pedestal","bibliocraft:gray_dyed_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,2,"Sword Pedestal","bibliocraft:gray_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,3,"Sword Pedestal","bibliocraft:black_dyed_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,3,"Sword Pedestal","bibliocraft:black_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,4,"Sword Pedestal","bibliocraft:red_dyed_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,4,"Sword Pedestal","bibliocraft:red_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,5,"Sword Pedestal","bibliocraft:orange_dyed_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,5,"Sword Pedestal","bibliocraft:orange_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,6,"Sword Pedestal","bibliocraft:yellow_dyed_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,6,"Sword Pedestal","bibliocraft:yellow_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,7,"Sword Pedestal","bibliocraft:lime_dyed_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,7,"Sword Pedestal","bibliocraft:lime_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,8,"Sword Pedestal","bibliocraft:green_dyed_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,8,"Sword Pedestal","bibliocraft:green_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,9,"Sword Pedestal","bibliocraft:cyan_dyed_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,9,"Sword Pedestal","bibliocraft:cyan_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,10,"Sword Pedestal","bibliocraft:lightblue_dyed_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,10,"Sword Pedestal","bibliocraft:lightblue_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,11,"Sword Pedestal","bibliocraft:blue_dyed_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,11,"Sword Pedestal","bibliocraft:blue_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,12,"Sword Pedestal","bibliocraft:purple_dyed_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,12,"Sword Pedestal","bibliocraft:purple_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,13,"Sword Pedestal","bibliocraft:magenta_dyed_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,13,"Sword Pedestal","bibliocraft:magenta_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,14,"Sword Pedestal","bibliocraft:pink_dyed_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,14,"Sword Pedestal","bibliocraft:pink_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,15,"Sword Pedestal","bibliocraft:brown_dyed_swordpedestal",""
"BiblioCraft","bibliocraft:swordpedestal",7572,15,"Sword Pedestal","bibliocraft:brown_swordpedestal",""
"BiblioCraft","bibliocraft:table",7560,0,"Oak Table","bibliocraft:oak_table",""
"BiblioCraft","bibliocraft:table",7560,1,"Spruce Table","bibliocraft:spruce_table",""
"BiblioCraft","bibliocraft:table",7560,2,"Birch Table","bibliocraft:birch_table",""
"BiblioCraft","bibliocraft:table",7560,3,"Jungle Table","bibliocraft:jungle_table",""
"BiblioCraft","bibliocraft:table",7560,4,"Acacia Table","bibliocraft:acacia_table",""
"BiblioCraft","bibliocraft:table",7560,5,"Dark Oak Table","bibliocraft:darkoak_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_biomesoplenty_blocks_cherry_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_biomesoplenty_blocks_ebony_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_biomesoplenty_blocks_ethereal_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_biomesoplenty_blocks_eucalyptus_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_biomesoplenty_blocks_fir_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_biomesoplenty_blocks_hellbark_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_biomesoplenty_blocks_jacaranda_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_biomesoplenty_blocks_magic_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_biomesoplenty_blocks_mahogany_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_biomesoplenty_blocks_mangrove_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_biomesoplenty_blocks_palm_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_biomesoplenty_blocks_pine_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_biomesoplenty_blocks_redwood_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_biomesoplenty_blocks_sacred_oak_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_biomesoplenty_blocks_umbran_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_biomesoplenty_blocks_willow_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_natura_blocks_planks_nether_bloodwood_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_natura_blocks_planks_nether_darkwood_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_natura_blocks_planks_nether_fusewood_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_natura_blocks_planks_nether_ghostwood_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_natura_blocks_planks_overworld_amaranth_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_natura_blocks_planks_overworld_eucalyptus_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_natura_blocks_planks_overworld_hopseed_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_natura_blocks_planks_overworld_maple_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_natura_blocks_planks_overworld_redwood_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_natura_blocks_planks_overworld_sakura_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_natura_blocks_planks_overworld_silverbell_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_natura_blocks_planks_overworld_tiger_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:custom_framed_natura_blocks_planks_overworld_willow_planks_table",""
"BiblioCraft","bibliocraft:table",7560,6,"Framed Table","bibliocraft:framed_table",""
"BiblioCraft","bibliocraft:tape",7602,0,"Tape Measure Reel","bibliocraft:tape",""
"BiblioCraft","bibliocraft:tapemeasure",7601,0,"Tape Measure","bibliocraft:tapemeasure",""
"BiblioCraft","bibliocraft:toolrack",7557,0,"Oak Tool Rack","bibliocraft:oak_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,1,"Spruce Tool Rack","bibliocraft:spruce_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,2,"Birch Tool Rack","bibliocraft:birch_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,3,"Jungle Tool Rack","bibliocraft:jungle_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,4,"Acacia Tool Rack","bibliocraft:acacia_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,5,"Dark Oak Tool Rack","bibliocraft:darkoak_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_biomesoplenty_blocks_cherry_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_biomesoplenty_blocks_ebony_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_biomesoplenty_blocks_ethereal_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_biomesoplenty_blocks_eucalyptus_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_biomesoplenty_blocks_fir_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_biomesoplenty_blocks_hellbark_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_biomesoplenty_blocks_jacaranda_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_biomesoplenty_blocks_magic_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_biomesoplenty_blocks_mahogany_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_biomesoplenty_blocks_mangrove_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_biomesoplenty_blocks_palm_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_biomesoplenty_blocks_pine_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_biomesoplenty_blocks_redwood_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_biomesoplenty_blocks_sacred_oak_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_biomesoplenty_blocks_umbran_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_biomesoplenty_blocks_willow_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_natura_blocks_planks_nether_bloodwood_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_natura_blocks_planks_nether_darkwood_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_natura_blocks_planks_nether_fusewood_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_natura_blocks_planks_nether_ghostwood_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_natura_blocks_planks_overworld_amaranth_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_natura_blocks_planks_overworld_eucalyptus_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_natura_blocks_planks_overworld_hopseed_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_natura_blocks_planks_overworld_maple_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_natura_blocks_planks_overworld_redwood_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_natura_blocks_planks_overworld_sakura_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_natura_blocks_planks_overworld_silverbell_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_natura_blocks_planks_overworld_tiger_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:custom_framed_natura_blocks_planks_overworld_willow_planks_toolrack",""
"BiblioCraft","bibliocraft:toolrack",7557,6,"Framed Tool Rack","bibliocraft:framed_toolrack",""
"BiblioCraft","bibliocraft:typesettingtable",7575,0,"Typesetting Table","bibliocraft:typesettingtable",""
"BiblioCraft","bibliocraft:typewriter",7571,0,"White Typewriter","bibliocraft:white_dyed_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,0,"White Typewriter","bibliocraft:white_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,1,"Light Gray Typewriter","bibliocraft:lightgray_dyed_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,1,"Light Gray Typewriter","bibliocraft:lightgray_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,2,"Gray Typewriter","bibliocraft:gray_dyed_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,2,"Gray Typewriter","bibliocraft:gray_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,3,"Black Typewriter","bibliocraft:black_dyed_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,3,"Black Typewriter","bibliocraft:black_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,4,"Red Typewriter","bibliocraft:red_dyed_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,4,"Red Typewriter","bibliocraft:red_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,5,"Orange Typewriter","bibliocraft:orange_dyed_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,5,"Orange Typewriter","bibliocraft:orange_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,6,"Yellow Typewriter","bibliocraft:yellow_dyed_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,6,"Yellow Typewriter","bibliocraft:yellow_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,7,"Lime Typewriter","bibliocraft:lime_dyed_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,7,"Lime Typewriter","bibliocraft:lime_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,8,"Green Typewriter","bibliocraft:green_dyed_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,8,"Green Typewriter","bibliocraft:green_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,9,"Cyan Typewriter","bibliocraft:cyan_dyed_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,9,"Cyan Typewriter","bibliocraft:cyan_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,10,"Light Blue Typewriter","bibliocraft:lightblue_dyed_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,10,"Light Blue Typewriter","bibliocraft:lightblue_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,11,"Blue Typewriter","bibliocraft:blue_dyed_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,11,"Blue Typewriter","bibliocraft:blue_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,12,"Purple Typewriter","bibliocraft:purple_dyed_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,12,"Purple Typewriter","bibliocraft:purple_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,13,"Magenta Typewriter","bibliocraft:magenta_dyed_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,13,"Magenta Typewriter","bibliocraft:magenta_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,14,"Pink Typewriter","bibliocraft:pink_dyed_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,14,"Pink Typewriter","bibliocraft:pink_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,15,"Brown Typewriter","bibliocraft:brown_dyed_typewriter",""
"BiblioCraft","bibliocraft:typewriter",7571,15,"Brown Typewriter","bibliocraft:brown_typewriter",""
"Biomes O' Plenty","biomesoplenty:ash_block",4219,0,"Ash Block","biomesoplenty:ash_block",""
"Biomes O' Plenty","biomesoplenty:bamboo_thatching",4229,0,"Bamboo Thatching","biomesoplenty:bamboo_thatching",""
"Biomes O' Plenty","biomesoplenty:biome_finder",4347,0,"Biome Finder","biomesoplenty:biome_finder",""
"Biomes O' Plenty","biomesoplenty:black_dye",4369,0,"Black Dye","biomesoplenty:black_dye_from_deathbloom","dyeBlack"
"Biomes O' Plenty","biomesoplenty:black_dye",4369,0,"Black Dye","biomesoplenty:black_dye_from_enderlotus","dyeBlack"
"Biomes O' Plenty","biomesoplenty:blue_dye",4365,0,"Blue Dye","biomesoplenty:blue_dye_from_blue_milk_cap","dyeBlue"
"Biomes O' Plenty","biomesoplenty:blue_dye",4365,0,"Blue Dye","biomesoplenty:blue_dye_from_bluebells","dyeBlue"
"Biomes O' Plenty","biomesoplenty:boat_cherry",4332,0,"Cherry Boat","biomesoplenty:boat_cherry",""
"Biomes O' Plenty","biomesoplenty:boat_ebony",4345,0,"Ebony Boat","biomesoplenty:boat_ebony",""
"Biomes O' Plenty","biomesoplenty:boat_ethereal",4335,0,"Ethereal Boat","biomesoplenty:boat_ethereal",""
"Biomes O' Plenty","biomesoplenty:boat_eucalyptus",4346,0,"Eucalyptus Boat","biomesoplenty:boat_eucalyptus",""
"Biomes O' Plenty","biomesoplenty:boat_fir",4334,0,"Fir Boat","biomesoplenty:boat_fir",""
"Biomes O' Plenty","biomesoplenty:boat_hellbark",4342,0,"Hellbark Boat","biomesoplenty:boat_hellbark",""
"Biomes O' Plenty","biomesoplenty:boat_jacaranda",4343,0,"Jacaranda Boat","biomesoplenty:boat_jacaranda",""
"Biomes O' Plenty","biomesoplenty:boat_magic",4336,0,"Magic Boat","biomesoplenty:boat_magic",""
"Biomes O' Plenty","biomesoplenty:boat_mahogany",4344,0,"Mahogany Boat","biomesoplenty:boat_mahogany",""
"Biomes O' Plenty","biomesoplenty:boat_mangrove",4337,0,"Mangrove Boat","biomesoplenty:boat_mangrove",""
"Biomes O' Plenty","biomesoplenty:boat_palm",4338,0,"Palm Boat","biomesoplenty:boat_palm",""
"Biomes O' Plenty","biomesoplenty:boat_pine",4341,0,"Pine Boat","biomesoplenty:boat_pine",""
"Biomes O' Plenty","biomesoplenty:boat_redwood",4339,0,"Redwood Boat","biomesoplenty:boat_redwood",""
"Biomes O' Plenty","biomesoplenty:boat_sacred_oak",4331,0,"Sacred Oak Boat","biomesoplenty:boat_sacred_oak",""
"Biomes O' Plenty","biomesoplenty:boat_umbran",4333,0,"Umbran Boat","biomesoplenty:boat_umbran",""
"Biomes O' Plenty","biomesoplenty:boat_willow",4340,0,"Willow Boat","biomesoplenty:boat_willow",""
"Biomes O' Plenty","biomesoplenty:brown_dye",4366,0,"Brown Dye","biomesoplenty:brown_dye_from_cattail","dyeBrown"
"Biomes O' Plenty","biomesoplenty:brown_dye",4366,0,"Brown Dye","biomesoplenty:brown_dye_from_double_cattail","dyeBrown"
"Biomes O' Plenty","biomesoplenty:brown_dye",4366,0,"Brown Dye","biomesoplenty:brown_dye_from_flat_mushroom","dyeBrown"
"Biomes O' Plenty","biomesoplenty:cherry_door",4297,0,"Cherry Door","biomesoplenty:cherry_door","doorWood"
"Biomes O' Plenty","biomesoplenty:cherry_fence",4265,0,"Cherry Fence","biomesoplenty:cherry_fence","fenceWood"
"Biomes O' Plenty","biomesoplenty:cherry_fence_gate",4281,0,"Cherry Fence Gate","biomesoplenty:cherry_fence_gate","fenceGateWood"
"Biomes O' Plenty","biomesoplenty:cherry_stairs",4247,0,"Cherry Wood Stairs","biomesoplenty:cherry_stairs","stairWood"
"Biomes O' Plenty","biomesoplenty:crystal",4222,0,"Celestial Crystal","biomesoplenty:celestial_crystal",""
"Biomes O' Plenty","biomesoplenty:dirt",4210,8,"Coarse Loamy Dirt","biomesoplenty:coarse_loamy_dirt",""
"Biomes O' Plenty","biomesoplenty:dirt",4210,9,"Coarse Sandy Dirt","biomesoplenty:coarse_sandy_dirt",""
"Biomes O' Plenty","biomesoplenty:dirt",4210,10,"Coarse Silty Dirt","biomesoplenty:coarse_silty_dirt",""
"Biomes O' Plenty","biomesoplenty:ebony_door",4310,0,"Ebony Door","biomesoplenty:ebony_door","doorWood"
"Biomes O' Plenty","biomesoplenty:ebony_fence",4278,0,"Ebony Fence","biomesoplenty:ebony_fence","fenceWood"
"Biomes O' Plenty","biomesoplenty:ebony_fence_gate",4294,0,"Ebony Fence Gate","biomesoplenty:ebony_fence_gate","fenceGateWood"
"Biomes O' Plenty","biomesoplenty:ebony_stairs",4260,0,"Ebony Wood Stairs","biomesoplenty:ebony_stairs","stairWood"
"Biomes O' Plenty","biomesoplenty:ethereal_door",4300,0,"Ethereal Door","biomesoplenty:ethereal_door","doorWood"
"Biomes O' Plenty","biomesoplenty:ethereal_fence",4268,0,"Ethereal Fence","biomesoplenty:ethereal_fence","fenceWood"
"Biomes O' Plenty","biomesoplenty:ethereal_fence_gate",4284,0,"Ethereal Fence Gate","biomesoplenty:ethereal_fence_gate","fenceGateWood"
"Biomes O' Plenty","biomesoplenty:ethereal_stairs",4250,0,"Ethereal Wood Stairs","biomesoplenty:ethereal_stairs","stairWood"
"Biomes O' Plenty","biomesoplenty:eucalyptus_door",4311,0,"Eucalyptus Door","biomesoplenty:eucalyptus_door","doorWood"
"Biomes O' Plenty","biomesoplenty:eucalyptus_fence",4279,0,"Eucalyptus Fence","biomesoplenty:eucalyptus_fence","fenceWood"
"Biomes O' Plenty","biomesoplenty:eucalyptus_fence_gate",4295,0,"Eucalyptus Fence Gate","biomesoplenty:eucalyptus_fence_gate","fenceGateWood"
"Biomes O' Plenty","biomesoplenty:eucalyptus_stairs",4261,0,"Eucalyptus Wood Stairs","biomesoplenty:eucalyptus_stairs","stairWood"
"Biomes O' Plenty","biomesoplenty:fir_door",4299,0,"Fir Door","biomesoplenty:fir_door","doorWood"
"Biomes O' Plenty","biomesoplenty:fir_fence",4267,0,"Fir Fence","biomesoplenty:fir_fence","fenceWood"
"Biomes O' Plenty","biomesoplenty:fir_fence_gate",4283,0,"Fir Fence Gate","biomesoplenty:fir_fence_gate","fenceGateWood"
"Biomes O' Plenty","biomesoplenty:fir_stairs",4249,0,"Fir Stairs","biomesoplenty:fir_stairs","stairWood"
"Biomes O' Plenty","biomesoplenty:flesh",4221,0,"Flesh","biomesoplenty:flesh_block","blockMeatRaw"
"Biomes O' Plenty","biomesoplenty:gem",4353,0,"Ender Amethyst","biomesoplenty:amethyst","gemAmethyst"
"Biomes O' Plenty","biomesoplenty:gem",4353,1,"Ruby","biomesoplenty:ruby","gemRuby"
"Biomes O' Plenty","biomesoplenty:gem",4353,2,"Peridot","biomesoplenty:peridot","gemPeridot"
"Biomes O' Plenty","biomesoplenty:gem",4353,3,"Topaz","biomesoplenty:topaz","gemTopaz"
"Biomes O' Plenty","biomesoplenty:gem",4353,4,"Tanzanite","biomesoplenty:tanzanite","gemTanzanite"
"Biomes O' Plenty","biomesoplenty:gem",4353,5,"Malachite","biomesoplenty:malachite","gemMalachite"
"Biomes O' Plenty","biomesoplenty:gem",4353,6,"Sapphire","biomesoplenty:sapphire","gemSapphire"
"Biomes O' Plenty","biomesoplenty:gem",4353,7,"Amber","biomesoplenty:amber","gemAmber"
"Biomes O' Plenty","biomesoplenty:gem_block",4225,0,"Block of Amethyst","biomesoplenty:amethyst_block","blockAmethyst"
"Biomes O' Plenty","biomesoplenty:gem_block",4225,1,"Block of Ruby","biomesoplenty:ruby_block","blockRuby"
"Biomes O' Plenty","biomesoplenty:gem_block",4225,2,"Block of Peridot","biomesoplenty:peridot_block","blockPeridot"
"Biomes O' Plenty","biomesoplenty:gem_block",4225,3,"Block of Topaz","biomesoplenty:topaz_block","blockTopaz"
"Biomes O' Plenty","biomesoplenty:gem_block",4225,4,"Block of Tanzanite","biomesoplenty:tanzanite_block","blockTanzanite"
"Biomes O' Plenty","biomesoplenty:gem_block",4225,5,"Block of Malachite","biomesoplenty:malachite_block","blockMalachite"
"Biomes O' Plenty","biomesoplenty:gem_block",4225,6,"Block of Sapphire","biomesoplenty:sapphire_block","blockSapphire"
"Biomes O' Plenty","biomesoplenty:gem_block",4225,7,"Block of Amber","biomesoplenty:amber_block","blockAmber"
"Biomes O' Plenty","biomesoplenty:hellbark_door",4307,0,"Hellbark Door","biomesoplenty:hellbark_door","doorWood"
"Biomes O' Plenty","biomesoplenty:hellbark_fence",4275,0,"Hellbark Fence","biomesoplenty:hellbark_fence","fenceWood"
"Biomes O' Plenty","biomesoplenty:hellbark_fence_gate",4291,0,"Hellbark Fence Gate","biomesoplenty:hellbark_fence_gate","fenceGateWood"
"Biomes O' Plenty","biomesoplenty:hellbark_stairs",4257,0,"Hellbark Wood Stairs","biomesoplenty:hellbark_stairs","stairWood"
"Biomes O' Plenty","biomesoplenty:hive",4226,1,"Honeycomb Block","biomesoplenty:honeycomb_block",""
"Biomes O' Plenty","biomesoplenty:hive",4226,3,"Filled Honeycomb Block","biomesoplenty:filled_honeycomb_block",""
"Biomes O' Plenty","biomesoplenty:jacaranda_door",4308,0,"Jacaranda Door","biomesoplenty:jacaranda_door","doorWood"
"Biomes O' Plenty","biomesoplenty:jacaranda_fence",4276,0,"Jacaranda Fence","biomesoplenty:jacaranda_fence","fenceWood"
"Biomes O' Plenty","biomesoplenty:jacaranda_fence_gate",4292,0,"Jacaranda Fence Gate","biomesoplenty:jacaranda_fence_gate","fenceGateWood"
"Biomes O' Plenty","biomesoplenty:jacaranda_stairs",4258,0,"Jacaranda Stairs","biomesoplenty:jacaranda_stairs","stairWood"
