"Mod name","Registry name","Hardness","Resistance"
"Better End","betterendforge:umbrella_tree_cluster_empty",1.00,3.00
"Better End","betterendforge:umbrella_tree_crafting_table",2.00,10.00
"Better End","betterendforge:umbrella_tree_door",3.00,15.00
"Better End","betterendforge:umbrella_tree_fence",2.00,10.00
"Better End","betterendforge:umbrella_tree_ladder",2.00,10.00
"Better End","betterendforge:umbrella_tree_log",2.00,10.00
"Better End","betterendforge:umbrella_tree_membrane",0.00,0.00
"Better End","betterendforge:umbrella_tree_planks",2.00,10.00
"Better End","betterendforge:umbrella_tree_pressure_plate",2.00,10.00
"Better End","betterendforge:umbrella_tree_sapling",0.00,0.00
"Better End","betterendforge:umbrella_tree_sign_standing",2.00,10.00
"Better End","betterendforge:umbrella_tree_sign_wall",2.00,10.00
"Better End","betterendforge:umbrella_tree_slab",2.00,10.00
"Better End","betterendforge:umbrella_tree_stairs",2.00,10.00
"Better End","betterendforge:umbrella_tree_stripped_bark",2.00,10.00
"Better End","betterendforge:umbrella_tree_stripped_log",2.00,10.00
"Better End","betterendforge:umbrella_tree_trapdoor",2.00,15.00
"Better End","betterendforge:vaiolush_fern",0.00,0.00
"Better End","betterendforge:vent_bubble_column",0.00,0.00
"Better End","betterendforge:violecite",3.00,27.00
"Better End","betterendforge:violecite_bricks",3.00,27.00
"Better End","betterendforge:violecite_bricks_slab",3.00,27.00
"Better End","betterendforge:violecite_bricks_stairs",3.00,27.00
"Better End","betterendforge:violecite_bricks_wall",3.00,27.00
"Better End","betterendforge:violecite_furnace",0.00,0.00
"Better End","betterendforge:violecite_lantern",3.00,27.00
"Better End","betterendforge:violecite_pedestal",3.00,27.00
"Better End","betterendforge:violecite_pillar",3.00,27.00
"Better End","betterendforge:violecite_polished",3.00,27.00
"Better End","betterendforge:violecite_pressure_plate",3.00,27.00
"Better End","betterendforge:violecite_slab",3.00,27.00
"Better End","betterendforge:violecite_stairs",3.00,27.00
"Better End","betterendforge:violecite_tiles",3.00,27.00
"Better End","betterendforge:violecite_wall",3.00,27.00
"Better End","betterendforge:virid_jadestone",3.00,27.00
"Better End","betterendforge:virid_jadestone_bricks",3.00,27.00
"Better End","betterendforge:virid_jadestone_bricks_slab",3.00,27.00
"Better End","betterendforge:virid_jadestone_bricks_stairs",3.00,27.00
"Better End","betterendforge:virid_jadestone_bricks_wall",3.00,27.00
"Better End","betterendforge:virid_jadestone_furnace",0.00,0.00
"Better End","betterendforge:virid_jadestone_lantern",3.00,27.00
"Better End","betterendforge:virid_jadestone_pedestal",3.00,27.00
"Better End","betterendforge:virid_jadestone_pillar",3.00,27.00
"Better End","betterendforge:virid_jadestone_polished",3.00,27.00
"Better End","betterendforge:virid_jadestone_pressure_plate",3.00,27.00
"Better End","betterendforge:virid_jadestone_slab",3.00,27.00
"Better End","betterendforge:virid_jadestone_stairs",3.00,27.00
"Better End","betterendforge:virid_jadestone_tiles",3.00,27.00
"Better End","betterendforge:virid_jadestone_wall",3.00,27.00
"BetterNether: RotN Edition","betternether:agave",0.00,0.00
"BetterNether: RotN Edition","betternether:barrel_cactus",0.00,0.00
"BetterNether: RotN Edition","betternether:black_apple",1.00,5.00
"BetterNether: RotN Edition","betternether:black_apple_seed",0.00,0.00
"BetterNether: RotN Edition","betternether:black_bush",1.00,5.00
"BetterNether: RotN Edition","betternether:block_eyeball",0.50,1.50
"BetterNether: RotN Edition","betternether:block_eyeball_small",0.50,1.50
"BetterNether: RotN Edition","betternether:bone_block",2.00,10.00
"BetterNether: RotN Edition","betternether:bone_button",2.00,10.00
"BetterNether: RotN Edition","betternether:bone_cincinnasite_door",1.00,3.00
"BetterNether: RotN Edition","betternether:bone_mushroom",0.00,0.00
"BetterNether: RotN Edition","betternether:bone_plate",2.00,10.00
"BetterNether: RotN Edition","betternether:bone_reed_door",1.00,3.00
"BetterNether: RotN Edition","betternether:bone_slab_double",2.00,10.00
"BetterNether: RotN Edition","betternether:bone_slab_half",2.00,10.00
"BetterNether: RotN Edition","betternether:bone_stairs",2.00,10.00
"BetterNether: RotN Edition","betternether:bone_tile",2.00,10.00
"BetterNether: RotN Edition","betternether:bone_wall",1.00,3.00
"BetterNether: RotN Edition","betternether:brown_large_mushroom",0.25,1.25
"BetterNether: RotN Edition","betternether:chest_of_drawers",3.00,30.00
"BetterNether: RotN Edition","betternether:cincinnasite_bars",0.50,9.00
"BetterNether: RotN Edition","betternether:cincinnasite_block",3.00,30.00
"BetterNether: RotN Edition","betternether:cincinnasite_brick_plate",3.00,30.00
"BetterNether: RotN Edition","betternether:cincinnasite_bricks",3.00,30.00
"BetterNether: RotN Edition","betternether:cincinnasite_bricks_pillar",3.00,30.00
"BetterNether: RotN Edition","betternether:cincinnasite_button",2.00,10.00
"BetterNether: RotN Edition","betternether:cincinnasite_carved",3.00,30.00
"BetterNether: RotN Edition","betternether:cincinnasite_fire_bowl",3.00,30.00
"BetterNether: RotN Edition","betternether:cincinnasite_forge",3.00,30.00
"BetterNether: RotN Edition","betternether:cincinnasite_forged",3.00,30.00
"BetterNether: RotN Edition","betternether:cincinnasite_frame",3.00,30.00
"BetterNether: RotN Edition","betternether:cincinnasite_lantern",3.00,30.00
"BetterNether: RotN Edition","betternether:cincinnasite_ore",3.00,15.00
"BetterNether: RotN Edition","betternether:cincinnasite_pedestal",3.00,30.00
"BetterNether: RotN Edition","betternether:cincinnasite_pillar",3.00,30.00
"BetterNether: RotN Edition","betternether:cincinnasite_plate",0.50,1.50
"BetterNether: RotN Edition","betternether:cincinnasite_pot",3.00,30.00
"BetterNether: RotN Edition","betternether:cincinnasite_slab_double",2.00,10.00
"BetterNether: RotN Edition","betternether:cincinnasite_slab_half",2.00,10.00
"BetterNether: RotN Edition","betternether:cincinnasite_stairs",3.00,30.00
"BetterNether: RotN Edition","betternether:cincinnasite_tile_large",3.00,30.00
"BetterNether: RotN Edition","betternether:cincinnasite_tile_small",3.00,30.00
"BetterNether: RotN Edition","betternether:cincinnasite_wall",1.00,3.00
"BetterNether: RotN Edition","betternether:egg_plant",1.00,5.00
"BetterNether: RotN Edition","betternether:eye_seed",0.00,0.00
"BetterNether: RotN Edition","betternether:eye_vine",0.00,0.00
"BetterNether: RotN Edition","betternether:gray_mold",0.00,0.00
"BetterNether: RotN Edition","betternether:ink_bush",1.00,5.00
"BetterNether: RotN Edition","betternether:ink_bush_seed",0.00,0.00
"BetterNether: RotN Edition","betternether:lucis_mushroom",1.00,5.00
"BetterNether: RotN Edition","betternether:lucis_spore",0.00,0.00
"BetterNether: RotN Edition","betternether:magma_flower",0.50,2.50
"BetterNether: RotN Edition","betternether:nether_brick_tile_large",2.00,30.00
"BetterNether: RotN Edition","betternether:nether_brick_tile_slab_double",2.00,10.00
"BetterNether: RotN Edition","betternether:nether_brick_tile_slab_half",2.00,10.00
"BetterNether: RotN Edition","betternether:nether_brick_tile_small",2.00,30.00
"BetterNether: RotN Edition","betternether:nether_brick_tile_stairs",2.00,30.00
"BetterNether: RotN Edition","betternether:nether_brick_wall",1.00,3.00
"BetterNether: RotN Edition","betternether:nether_cactus",0.00,0.00
"BetterNether: RotN Edition","betternether:nether_grass",0.00,0.00
"BetterNether: RotN Edition","betternether:nether_mycelium",0.50,2.50
"BetterNether: RotN Edition","betternether:nether_reed",0.00,0.00
"BetterNether: RotN Edition","betternether:netherrack_furnace",1.00,3.00
"BetterNether: RotN Edition","betternether:netherrack_moss",0.40,2.00
"BetterNether: RotN Edition","betternether:orange_mushroom",0.50,2.50
"BetterNether: RotN Edition","betternether:pig_statue_01",3.00,30.00
"BetterNether: RotN Edition","betternether:potted_plant_1",0.50,1.50
"BetterNether: RotN Edition","betternether:quartz_glass",3.00,30.00
"BetterNether: RotN Edition","betternether:quartz_glass_framed",3.00,30.00
"BetterNether: RotN Edition","betternether:quartz_glass_framed_pane",0.50,9.00
"BetterNether: RotN Edition","betternether:quartz_glass_pane",0.50,9.00
"BetterNether: RotN Edition","betternether:quartz_stained_glass",3.00,30.00
"BetterNether: RotN Edition","betternether:quartz_stained_glass_framed",3.00,30.00
"BetterNether: RotN Edition","betternether:quartz_stained_glass_pane",3.00,30.00
"BetterNether: RotN Edition","betternether:red_large_mushroom",0.25,1.25
"BetterNether: RotN Edition","betternether:red_mold",0.00,0.00
"BetterNether: RotN Edition","betternether:reeds_block",2.00,10.00
"BetterNether: RotN Edition","betternether:reeds_button",2.00,10.00
"BetterNether: RotN Edition","betternether:reeds_fence",2.00,10.00
"BetterNether: RotN Edition","betternether:reeds_gate",2.00,10.00
"BetterNether: RotN Edition","betternether:reeds_ladder",0.40,2.00
"BetterNether: RotN Edition","betternether:reeds_plate",2.00,10.00
"BetterNether: RotN Edition","betternether:reeds_slab_double",2.00,10.00
"BetterNether: RotN Edition","betternether:reeds_slab_half",2.00,10.00
"BetterNether: RotN Edition","betternether:reeds_stairs",2.00,10.00
"BetterNether: RotN Edition","betternether:smoker",2.00,10.00
"BetterNether: RotN Edition","betternether:stalagnate_bark",2.00,10.00
"BetterNether: RotN Edition","betternether:stalagnate_bottom",2.00,6.00
"BetterNether: RotN Edition","betternether:stalagnate_bowl_placed",0.10,0.50
"BetterNether: RotN Edition","betternether:stalagnate_middle",2.00,6.00
"BetterNether: RotN Edition","betternether:stalagnate_planks",2.00,10.00
"BetterNether: RotN Edition","betternether:stalagnate_planks_button",2.00,10.00
"BetterNether: RotN Edition","betternether:stalagnate_planks_fence",2.00,10.00
"BetterNether: RotN Edition","betternether:stalagnate_planks_gate",2.00,10.00
"BetterNether: RotN Edition","betternether:stalagnate_planks_plate",2.00,10.00
"BetterNether: RotN Edition","betternether:stalagnate_planks_slab_double",2.00,10.00
"BetterNether: RotN Edition","betternether:stalagnate_planks_slab_half",2.00,10.00
"BetterNether: RotN Edition","betternether:stalagnate_planks_stairs",2.00,10.00
"BetterNether: RotN Edition","betternether:stalagnate_seed",0.00,0.00
"BetterNether: RotN Edition","betternether:stalagnate_seed_bottom",0.00,0.00
"BetterNether: RotN Edition","betternether:stalagnate_stem",0.00,0.00
"BetterNether: RotN Edition","betternether:stalagnate_top",2.00,6.00
"BetterNether: RotN Edition","betternether:wart_seed",1.00,5.00
"BiblioCraft","bibliocraft:armorstand",0.00,0.00
"BiblioCraft","bibliocraft:bell",0.00,0.00
"BiblioCraft","bibliocraft:bookcase",0.00,0.00
"BiblioCraft","bibliocraft:bookcasecreative",0.00,0.00
"BiblioCraft","bibliocraft:case",0.00,0.00
"BiblioCraft","bibliocraft:clipboard",0.00,0.00
"BiblioCraft","bibliocraft:clock",0.00,0.00
"BiblioCraft","bibliocraft:cookiejar",0.00,0.00
"BiblioCraft","bibliocraft:desk",0.00,0.00
"BiblioCraft","bibliocraft:dinnerplate",0.00,0.00
"BiblioCraft","bibliocraft:discrack",0.00,0.00
"BiblioCraft","bibliocraft:fancysign",0.00,0.00
"BiblioCraft","bibliocraft:fancyworkbench",0.00,0.00
"BiblioCraft","bibliocraft:framedchest",0.00,0.00
"BiblioCraft","bibliocraft:furniturepaneler",0.00,0.00
"BiblioCraft","bibliocraft:label",0.00,0.00
"BiblioCraft","bibliocraft:lampgold",0.00,0.00
"BiblioCraft","bibliocraft:lampiron",0.00,0.00
"BiblioCraft","bibliocraft:lanterngold",0.00,0.00
"BiblioCraft","bibliocraft:lanterniron",0.00,0.00
"BiblioCraft","bibliocraft:mapframe",0.00,0.00
"BiblioCraft","bibliocraft:markerpole",0.00,0.00
"BiblioCraft","bibliocraft:paintingframeborderless",0.00,0.00
"BiblioCraft","bibliocraft:paintingframefancy",0.00,0.00
"BiblioCraft","bibliocraft:paintingframeflat",0.00,0.00
"BiblioCraft","bibliocraft:paintingframemiddle",0.00,0.00
"BiblioCraft","bibliocraft:paintingframesimple",0.00,0.00
"BiblioCraft","bibliocraft:paintingpress",0.00,0.00
"BiblioCraft","bibliocraft:potionshelf",0.00,0.00
"BiblioCraft","bibliocraft:printingpress",0.00,0.00
"BiblioCraft","bibliocraft:seat",0.00,0.00
"BiblioCraft","bibliocraft:shelf",0.00,0.00
"BiblioCraft","bibliocraft:swordpedestal",0.00,0.00
"BiblioCraft","bibliocraft:table",0.00,0.00
"BiblioCraft","bibliocraft:toolrack",0.00,0.00
"BiblioCraft","bibliocraft:typesettingtable",0.00,0.00
"BiblioCraft","bibliocraft:typewriter",0.00,0.00
"Biomes O' Plenty","biomesoplenty:ash_block",0.40,5.00
"Biomes O' Plenty","biomesoplenty:bamboo",0.20,1.00
"Biomes O' Plenty","biomesoplenty:bamboo_thatching",2.00,10.00
"Biomes O' Plenty","biomesoplenty:biome_block",0.60,5.00
"Biomes O' Plenty","biomesoplenty:blood",100.00,500.00
"Biomes O' Plenty","biomesoplenty:blue_fire",0.00,0.00
"Biomes O' Plenty","biomesoplenty:bramble_plant",0.50,2.50
"Biomes O' Plenty","biomesoplenty:cherry_door_block",3.00,15.00
"Biomes O' Plenty","biomesoplenty:cherry_fence",2.00,15.00
"Biomes O' Plenty","biomesoplenty:cherry_fence_gate",2.00,15.00
"Biomes O' Plenty","biomesoplenty:cherry_stairs",2.00,15.00
"Biomes O' Plenty","biomesoplenty:coral",0.60,3.00
"Biomes O' Plenty","biomesoplenty:crystal",0.15,15.00
"Biomes O' Plenty","biomesoplenty:dirt",0.50,2.50
"Biomes O' Plenty","biomesoplenty:double_other_slab",2.00,21.00
"Biomes O' Plenty","biomesoplenty:double_plant",0.00,0.00
"Biomes O' Plenty","biomesoplenty:double_wood_slab_0",2.00,15.00
"Biomes O' Plenty","biomesoplenty:double_wood_slab_1",2.00,15.00
"Biomes O' Plenty","biomesoplenty:dried_sand",1.00,5.00
"Biomes O' Plenty","biomesoplenty:ebony_door_block",3.00,15.00
"Biomes O' Plenty","biomesoplenty:ebony_fence",2.00,15.00
"Biomes O' Plenty","biomesoplenty:ebony_fence_gate",2.00,15.00
"Biomes O' Plenty","biomesoplenty:ebony_stairs",2.00,15.00
"Biomes O' Plenty","biomesoplenty:ethereal_door_block",3.00,15.00
"Biomes O' Plenty","biomesoplenty:ethereal_fence",2.00,15.00
"Biomes O' Plenty","biomesoplenty:ethereal_fence_gate",2.00,15.00
"Biomes O' Plenty","biomesoplenty:ethereal_stairs",2.00,15.00
"Biomes O' Plenty","biomesoplenty:eucalyptus_door_block",3.00,15.00
"Biomes O' Plenty","biomesoplenty:eucalyptus_fence",2.00,15.00
"Biomes O' Plenty","biomesoplenty:eucalyptus_fence_gate",2.00,15.00
"Biomes O' Plenty","biomesoplenty:eucalyptus_stairs",2.00,15.00
"Biomes O' Plenty","biomesoplenty:farmland_0",0.60,3.00
"Biomes O' Plenty","biomesoplenty:farmland_1",0.60,3.00
"Biomes O' Plenty","biomesoplenty:fir_door_block",3.00,15.00
"Biomes O' Plenty","biomesoplenty:fir_fence",2.00,15.00
"Biomes O' Plenty","biomesoplenty:fir_fence_gate",2.00,15.00
"Biomes O' Plenty","biomesoplenty:fir_stairs",2.00,15.00
"Biomes O' Plenty","biomesoplenty:flesh",0.40,2.00
"Biomes O' Plenty","biomesoplenty:flower_0",0.00,0.00
"Biomes O' Plenty","biomesoplenty:flower_1",0.00,0.00
"Biomes O' Plenty","biomesoplenty:gem_block",5.00,30.00
"Biomes O' Plenty","biomesoplenty:gem_ore",3.00,15.00
"Biomes O' Plenty","biomesoplenty:grass",0.00,0.00
"Biomes O' Plenty","biomesoplenty:grass_path",0.65,3.25
"Biomes O' Plenty","biomesoplenty:hard_ice",0.75,5.00
"Biomes O' Plenty","biomesoplenty:hellbark_door_block",3.00,15.00
"Biomes O' Plenty","biomesoplenty:hellbark_fence",2.00,15.00
"Biomes O' Plenty","biomesoplenty:hellbark_fence_gate",2.00,15.00
"Biomes O' Plenty","biomesoplenty:hellbark_stairs",2.00,15.00
"Biomes O' Plenty","biomesoplenty:hive",0.50,2.50
"Biomes O' Plenty","biomesoplenty:honey",100.00,500.00
"Biomes O' Plenty","biomesoplenty:honey_block",0.50,2.50
"Biomes O' Plenty","biomesoplenty:hot_spring_water",100.00,500.00
"Biomes O' Plenty","biomesoplenty:ivy",0.20,1.00
"Biomes O' Plenty","biomesoplenty:jacaranda_door_block",3.00,15.00
"Biomes O' Plenty","biomesoplenty:jacaranda_fence",2.00,15.00
"Biomes O' Plenty","biomesoplenty:jacaranda_fence_gate",2.00,15.00
"Biomes O' Plenty","biomesoplenty:jacaranda_stairs",2.00,15.00
"Biomes O' Plenty","biomesoplenty:leaves_0",0.20,1.00
"Biomes O' Plenty","biomesoplenty:leaves_1",0.20,1.00
"Biomes O' Plenty","biomesoplenty:leaves_2",0.20,1.00
"Biomes O' Plenty","biomesoplenty:leaves_3",0.20,1.00
"Biomes O' Plenty","biomesoplenty:leaves_4",0.20,1.00
"Biomes O' Plenty","biomesoplenty:leaves_5",0.20,1.00
"Biomes O' Plenty","biomesoplenty:leaves_6",0.20,1.00
"Biomes O' Plenty","biomesoplenty:log_0",2.00,10.00
"Biomes O' Plenty","biomesoplenty:log_1",2.00,10.00
"Biomes O' Plenty","biomesoplenty:log_2",2.00,10.00
"Biomes O' Plenty","biomesoplenty:log_3",2.00,10.00
"Biomes O' Plenty","biomesoplenty:log_4",2.00,10.00
"Biomes O' Plenty","biomesoplenty:magic_door_block",3.00,15.00
"Biomes O' Plenty","biomesoplenty:magic_fence",2.00,15.00
"Biomes O' Plenty","biomesoplenty:magic_fence_gate",2.00,15.00
"Biomes O' Plenty","biomesoplenty:magic_stairs",2.00,15.00
"Biomes O' Plenty","biomesoplenty:mahogany_door_block",3.00,15.00
"Biomes O' Plenty","biomesoplenty:mahogany_fence",2.00,15.00
"Biomes O' Plenty","biomesoplenty:mahogany_fence_gate",2.00,15.00
"Biomes O' Plenty","biomesoplenty:mahogany_stairs",2.00,15.00
"Biomes O' Plenty","biomesoplenty:mangrove_door_block",3.00,15.00
"Biomes O' Plenty","biomesoplenty:mangrove_fence",2.00,15.00
"Biomes O' Plenty","biomesoplenty:mangrove_fence_gate",2.00,15.00
"Biomes O' Plenty","biomesoplenty:mangrove_stairs",2.00,15.00
"Biomes O' Plenty","biomesoplenty:mud",0.60,3.00
"Biomes O' Plenty","biomesoplenty:mud_brick_block",1.00,6.00
"Biomes O' Plenty","biomesoplenty:mud_brick_stairs",1.00,6.00
"Biomes O' Plenty","biomesoplenty:mushroom",0.00,0.00
"Biomes O' Plenty","biomesoplenty:other_slab",2.00,21.00
"Biomes O' Plenty","biomesoplenty:palm_door_block",3.00,15.00
"Biomes O' Plenty","biomesoplenty:palm_fence",2.00,15.00
"Biomes O' Plenty","biomesoplenty:palm_fence_gate",2.00,15.00
"Biomes O' Plenty","biomesoplenty:palm_stairs",2.00,15.00
"Biomes O' Plenty","biomesoplenty:pine_door_block",3.00,15.00
"Biomes O' Plenty","biomesoplenty:pine_fence",2.00,15.00
"Biomes O' Plenty","biomesoplenty:pine_fence_gate",2.00,15.00
"Biomes O' Plenty","biomesoplenty:pine_stairs",2.00,15.00
"Biomes O' Plenty","biomesoplenty:planks_0",2.00,15.00
"Biomes O' Plenty","biomesoplenty:plant_0",0.00,0.00
"Biomes O' Plenty","biomesoplenty:plant_1",0.00,0.00
"Biomes O' Plenty","biomesoplenty:poison",100.00,500.00
"Biomes O' Plenty","biomesoplenty:redwood_door_block",3.00,15.00
"Biomes O' Plenty","biomesoplenty:redwood_fence",2.00,15.00
"Biomes O' Plenty","biomesoplenty:redwood_fence_gate",2.00,15.00
"Biomes O' Plenty","biomesoplenty:redwood_stairs",2.00,15.00
"Biomes O' Plenty","biomesoplenty:sacred_oak_door_block",3.00,15.00
"Biomes O' Plenty","biomesoplenty:sacred_oak_fence",2.00,15.00
"Biomes O' Plenty","biomesoplenty:sacred_oak_fence_gate",2.00,15.00
"Biomes O' Plenty","biomesoplenty:sacred_oak_stairs",2.00,15.00
"Biomes O' Plenty","biomesoplenty:sand",0.50,2.50
"Biomes O' Plenty","biomesoplenty:sapling_0",0.00,0.00
"Biomes O' Plenty","biomesoplenty:sapling_1",0.00,0.00
"Biomes O' Plenty","biomesoplenty:sapling_2",0.00,0.00
"Biomes O' Plenty","biomesoplenty:seaweed",0.00,0.00
"Biomes O' Plenty","biomesoplenty:terrarium",1.00,5.00
"Biomes O' Plenty","biomesoplenty:umbran_door_block",3.00,15.00
"Biomes O' Plenty","biomesoplenty:umbran_fence",2.00,15.00
"Biomes O' Plenty","biomesoplenty:umbran_fence_gate",2.00,15.00
"Biomes O' Plenty","biomesoplenty:umbran_stairs",2.00,15.00
"Biomes O' Plenty","biomesoplenty:waterlily",0.00,0.00
"Biomes O' Plenty","biomesoplenty:white_sand",0.50,2.50
"Biomes O' Plenty","biomesoplenty:white_sandstone",0.80,4.00
"Biomes O' Plenty","biomesoplenty:white_sandstone_stairs",0.80,4.00
"Biomes O' Plenty","biomesoplenty:willow_door_block",3.00,15.00
"Biomes O' Plenty","biomesoplenty:willow_fence",2.00,15.00
"Biomes O' Plenty","biomesoplenty:willow_fence_gate",2.00,15.00
"Biomes O' Plenty","biomesoplenty:willow_stairs",2.00,15.00
"Biomes O' Plenty","biomesoplenty:willow_vine",0.20,1.00
"Biomes O' Plenty","biomesoplenty:wood_slab_0",2.00,15.00
"Biomes O' Plenty","biomesoplenty:wood_slab_1",2.00,15.00
"Bonsai Trees","bonsaitrees:bonsaipot",2.00,10.00
"Bountiful Baubles","bountifulbaubles:reforger",3.00,300.00
"Campfire","campfire:brazier",2.00,10.00
"Campfire","campfire:campfire",2.00,10.00
"Campfire","campfire:campfire_ash",0.15,0.75
"Charm","charm:cake_danger_sight",0.00,0.00
"Charm","charm:cake_fire_resistance",0.00,0.00
"Charm","charm:cake_haste",0.00,0.00
"Charm","charm:cake_invisibility",0.00,0.00
"Charm","charm:cake_leaping",0.00,0.00
"Charm","charm:cake_night_vision",0.00,0.00
"Charm","charm:cake_regeneration",0.00,0.00
"Charm","charm:cake_resilience",0.00,0.00
"Charm","charm:cake_resistance",0.00,0.00
"Charm","charm:cake_strength",0.00,0.00
"Charm","charm:cake_swiftness",0.00,0.00
"Charm","charm:cake_water_breathing",0.00,0.00
"Charm","charm:crate",2.00,30.00
"Charm","charm:crate_sealed",2.00,30.00
"Charm","charm:ender_pearl_block",2.00,10.00
"Charm","charm:gold_lantern",3.50,12.00
"Charm","charm:gunpowder_block",0.50,2.50
"Charm","charm:redstone_sand",0.50,2.50
"Charm","charm:rotten_flesh_block",1.00,9.00
"Charm","charm:rune_portal",-1.00,18000000.00
"Charm","charm:rune_portal_frame",-1.00,18000000.00
"Charm","charm:smooth_glowstone",0.30,1.50
"Charm","charm:variable_redstone_lamp",0.30,1.50
"ChocoCraft Plus","chococraftplus:gysahlgardenblock",0.00,0.00
"ChocoCraft Plus","chococraftplus:gysahlstemblock",0.00,0.00
"ChocoCraft Plus","chococraftplus:strawblock",0.00,0.00
"Chocolate Quest Repoured","cqrepoured:andesite_carved",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:andesite_cube",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:andesite_large",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:andesite_pillar",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:andesite_scale",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:andesite_small",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:andesite_square",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:boss_block",-1.00,Infinity
"Chocolate Quest Repoured","cqrepoured:diorite_carved",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:diorite_cube",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:diorite_large",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:diorite_pillar",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:diorite_scale",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:diorite_small",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:diorite_square",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:endstone_carved",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:endstone_cube",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:endstone_pillar",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:endstone_scale",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:endstone_small",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:endstone_square",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:exporter",-1.00,Infinity
"Chocolate Quest Repoured","cqrepoured:exporter_chest_clutter",-1.00,Infinity
"Chocolate Quest Repoured","cqrepoured:exporter_chest_custom",-1.00,Infinity
"Chocolate Quest Repoured","cqrepoured:exporter_chest_equipment",-1.00,Infinity
"Chocolate Quest Repoured","cqrepoured:exporter_chest_food",-1.00,Infinity
"Chocolate Quest Repoured","cqrepoured:exporter_chest_utility",-1.00,Infinity
"Chocolate Quest Repoured","cqrepoured:exporter_chest_valuable",-1.00,Infinity
"Chocolate Quest Repoured","cqrepoured:exporter_chest_vanilla_blacksmith",-1.00,Infinity
"Chocolate Quest Repoured","cqrepoured:exporter_chest_vanilla_bonus",-1.00,Infinity
"Chocolate Quest Repoured","cqrepoured:exporter_chest_vanilla_dungeon",-1.00,Infinity
"Chocolate Quest Repoured","cqrepoured:exporter_chest_vanilla_end_city",-1.00,Infinity
"Chocolate Quest Repoured","cqrepoured:exporter_chest_vanilla_igloo",-1.00,Infinity
"Chocolate Quest Repoured","cqrepoured:exporter_chest_vanilla_jungle",-1.00,Infinity
"Chocolate Quest Repoured","cqrepoured:exporter_chest_vanilla_jungle_dispenser",-1.00,Infinity
"Chocolate Quest Repoured","cqrepoured:exporter_chest_vanilla_mansion",-1.00,Infinity
"Chocolate Quest Repoured","cqrepoured:exporter_chest_vanilla_mineshaft",-1.00,Infinity
"Chocolate Quest Repoured","cqrepoured:exporter_chest_vanilla_nether",-1.00,Infinity
"Chocolate Quest Repoured","cqrepoured:exporter_chest_vanilla_pyramid",-1.00,Infinity
"Chocolate Quest Repoured","cqrepoured:exporter_chest_vanilla_stronghold",-1.00,Infinity
"Chocolate Quest Repoured","cqrepoured:exporter_chest_vanilla_stronghold_library",-1.00,Infinity
"Chocolate Quest Repoured","cqrepoured:exporter_chest_vanilla_stronghold_storeroom",-1.00,Infinity
"Chocolate Quest Repoured","cqrepoured:force_field_nexus",4.00,45.00
"Chocolate Quest Repoured","cqrepoured:granite_carved",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:granite_cube",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:granite_large",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:granite_pillar",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:granite_scale",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:granite_small",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:granite_square",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:map_placeholder",-1.00,Infinity
"Chocolate Quest Repoured","cqrepoured:null_block",-1.00,Infinity
"Chocolate Quest Repoured","cqrepoured:phylactery",0.50,2.50
"Chocolate Quest Repoured","cqrepoured:prismarine_carved",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:prismarine_cube",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:prismarine_large",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:prismarine_pillar",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:prismarine_small",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:prismarine_square",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:purpur_carved",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:purpur_cube",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:purpur_large",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:purpur_scale",1.50,30.00
"Chocolate Quest Repoured","cqrepoured:purpur_small",1.50,30.00
