"ID","Name","Description","Parent"
"da:craft_copper_coin","[Gamble rumble!]","Obtain a Copper Trader Coin. Give to a Mysterious Trader to redeem it!","da:root"
"da:craft_dark_dagger","[In the blade of Night.]","Craft the Roh Void Dagger","da:kill_dark_assassin"
"da:craft_dark_metal_armor","[The Midnight Knight]","Craft the Dark Metal Set.","da:kill_dark_royal"
"da:craft_dark_shield","[The Tiresome Defender]","Craft the Dark Metal Shield","da:kill_dark_royal"
"da:craft_dark_sicle","[The Night of Harvest]","Craft the Dark Metal Sickle","da:kill_dark_royal"
"da:craft_desolate_trinket","[Sand in the boots.]","Craft the Desolate Trinket.","da:root"
"da:craft_dragon_bow","[Where's the Ballista?]","Craft the Dragon Scourage Bow.","da:kill_high_king"
"da:craft_dragon_shield","[Divination & Sacrifice]","Craft the Dragon Scourage Shield.","da:kill_high_king"
"da:craft_draugr_armor","[The true way to play]","Craft the Frostborn Armor","da:craft_draugr_ingot"
"da:craft_draugr_axe","[Who's the Champion Now!]","Craft the Axe of the Frostborn Champion","da:craft_draugr_ingot"
"da:craft_draugr_ingot","[The dead speaks to me.]","Craft or Find a Frostborn Ingot","da:kill_elite_draugr"
"da:craft_draugr_shield","[I like a shield with style, do you?]","Craft the Frostborn Shield","da:craft_draugr_ingot"
"da:craft_dungeon_bread","[Stinks like squid...]","Find Dungeon Bread.","da:craft_stormvier_locator"
"da:craft_endless_pearl","[Limitless Technique]","Craft a Charged Enderpearl","da:kill_void_blossom"
"da:craft_everator_shield","[The player built like a brick.]","Craft the Everator's Shield","da:kill_everator"
"da:craft_exalted_kopis","[Will of the Sword master.]","Craft the Exalted Kopis.","da:kill_aegyptian_warlord"
"da:craft_fiery_respite","[Flame O Flame]","Craft a bottle of Fiery Respite.","da:kill_everator"
"da:craft_flame_blade","[Shredder Incarnate]","Craft the Ambitious Flame Blade","da:kill_volatile_spirit"
"da:craft_flame_bottle","[Bottle O' Flame]","Craft a Sealed Flame Bottle","da:kill_volatile_spirit"
"da:craft_flame_locator","[The path that leads to flame.]","Craft the Spark of Ambition","da:root"
"da:craft_flame_metal","[The Flame Burns Again!]","Craft the Flame Metal armor set","da:kill_kobf"
"da:craft_flame_shield","[Flame Wall.]","Craft the Incendium Shield","da:kill_volatile_spirit"
"da:craft_flower_crown","[Elegance is my demeanor.]","Craft the Void Blossom's Crown.","da:kill_void_blossom"
"da:craft_frost_locator","[The blizzard roars with excitement!]","Craft or find the Frozen Soul Star","da:root"
"da:craft_gaelon_locator","[Extra Credit Exploration]","Craft the Mysterious Artifact.","da:root"
"da:craft_gaelon_shard","[The Key to Modernization]","Gather a Gaelon Shard from the chunks.","da:craft_gaelon_locator"
"da:craft_gold_coin","[We're ricchh!]","Obtain a Golden Trader Coin.","da:craft_silver_coin"
"da:craft_golden_devotion","[Stand strong player!]","Craft a bottle of Golden Devotion.","da:kill_aegyptian_colossus"
"da:craft_golden_mark","[Aggro Monster]","Craft the Golden Mark Trinket","da:kill_aegyptian_warlord"
"da:craft_golden_vow","[Chosen by the Light]","Craft a bottle of Golden Vow.","da:kill_aegyptian_warlord"
"da:craft_golem_cannon","[Locked N' Loaded]","Craft the Sentinel Cannon.","da:kill_apathyr"
"da:craft_imperial_armor","[I can take a hit.]","Craft the full set of Lithic Armor","da:kill_imperial_halberd"
"da:craft_imperial_halberd","[It all begins with you!]","Craft the Prosperous Assault","da:kill_imperial_halberd"
"da:craft_incendium_armor","[From Ash to Fire!]","Craft both pieces of Incendium Armor","da:kill_volatile_spirit"
"da:craft_king_aid","[Arise.]","Craft the King's Aid.","da:kill_high_king"
"da:craft_king_claw","[Up close and personal is my game.]","Craft the Lithic Clawed Glove.","da:kill_high_king"
"da:craft_king_crown","[The new king of the sky.]","Craft the Crown of the Cursed.","da:kill_high_king"
"da:craft_kopis","[Why is it so sharp?]","Craft the Kopis.","da:kill_aegyptian_recurian"
"da:craft_lich_altar","[Now Fly!]","Craft the Levitation Altar","da:kill_night_lich"
"da:craft_mage_armor","[Stay in the backlines much?]","Craft the full Spellcaster set.","da:craft_magic_leather"
"da:craft_mage_staff","[Versatile wand you got there.]","Craft the Spellcaster Combat Wand.","da:craft_mage_armor"
"da:craft_magic_leather","[Magic user incoming!]","Obtain Magic Imbued Leather from a Mysterious Trader with Wyrk Shards.","da:craft_copper_coin"
"da:craft_novik_armor","[Armor of the Hunters]","Craft the Novik armor set.","da:kill_cursed_sentinel"
"da:craft_novik_sword","[Sword of the Night]","Craft the Novik Sword.","da:kill_cursed_sentinel"
"da:craft_obsidian_eye","[Warden's Key]","Find the Obsidian Eye","da:craft_obsidian_locator"
"da:craft_obsidian_helm","[Wait. This armor has a soul?]","Craft the Voidic Helmet.","da:kill_obsidilith"
"da:craft_obsidian_locator","[You asked, and they answered.]","Craft Call of the Void","da:root"
"da:craft_obsidilith_shield","[Everything is in my attack radius!]","Craft Obsidilith's Shield","da:kill_obsidilith"
"da:craft_parry_sword","[Parry this you filthy casual!]","Craft the Master Parry Sword","da:kill_imperial_halberd"
"da:craft_party_trinket","[Party time!]","Give this your buddy who dies a lot.","da:craft_gold_coin"
"da:craft_poison_garnish","[Poison is a virtue, right?]","Craft a bottle of Poison Garnish.","da:kill_void_blossom"
"da:craft_sealed_spear","[Magic Connoisseur]","Craft a Sealed Spear Bottle.","da:kill_cursed_sentinel"
"da:craft_silver_coin","[Does this repel vampires?]","Obtain a Silver Trader Coin.","da:craft_copper_coin"
"da:craft_sky_locator","[The Sun and the Storm]","Craft a Orb of Light.","da:root"
"da:craft_spear_staff","[The Lich and its Studies]","Craft Spear of the Soulless Mage","da:kill_night_lich"
"da:craft_spear_warrior","[Magic & Fire Manipulation]","Craft Spear of the Soulless Warrior","da:kill_kobf"
"da:craft_stormvier_locator","[First dungeon, kind of nervous!]","Craft the Rotten Core with 4 bones and an Iron ingot.","da:root"
"da:craft_sword_spear","[Those who ruled.]","Craft the Divine Sword Spear.","da:kill_high_king"
"da:craft_void_dagger","[How do you like your poison? Sharp or Slow?]","Craft the Void Dagger","da:kill_void_blossom"
"da:craft_void_hammer","[Smack down!]","Craft the Voidclystic Hammer.","da:kill_voidclysm"
"da:craft_void_lily","[Plant Problem]","Craft a Void Lily","da:root"
"da:craft_void_staff","[Mage Arena.]","Craft the Voidclystic Staff.","da:kill_voidclysm"
"da:craft_voidiant_catalyst","[Spacefarer!]","Craft the Voidiant Catalyst","da:craft_obsidian_eye"
"da:craft_voidiant_chestplate","[Upgrades people! Upgrades!]","Craft the Voidiant Chestplate","da:craft_obsidian_eye"
"da:craft_warlord_helmet","[Warmonger]","Craft the Ancient Warlord Helmet.","da:kill_aegyptian_warlord"
"da:craft_wyrk_armor","[Path of the ice mage]","Craft both pieces of the Wyrk Armor","da:kill_great_wyrk"
"da:craft_wyrk_snack","[Hungry Jack!]","Craft the Survivor's Endless Hunger","da:kill_great_wyrk"
"da:craft_wyrk_staff","[We like to do a little wizardry around here]","Craft the Ancient Wyrk Staff","da:kill_great_wyrk"
"da:craft_wyrk_totem","[Sometimes friends can be cold]","Craft the Wyrk Elemental Totem","da:kill_great_wyrk"
"da:find_farum_stone","[Sky high builder]","Mine Farum Stone","da:find_grum_stone"
"da:find_gloom_stone","[The stone under the moon]","Mine Petrogloom","da:root"
"da:find_grum_stone","[The past Era.]","Mine Grum Stone.","da:find_gloom_stone"
"da:find_soul_star","[The stars lead the way]","Obtain a Soul Star","da:root"
"da:kill_abberrant","[Enter the arena of Hell]","Find a Burning Flame Arena","da:craft_flame_locator"
"da:kill_aegyptian_colossus","[From the halls it falls!]","Slay the Aegyptian Colossus","da:craft_desolate_trinket"
"da:kill_aegyptian_recurian","[The lizard people we're behind it!]","Kill a Aegyptian Recurian","da:craft_desolate_trinket"
"da:kill_aegyptian_warlord","[Paper cuts everywhere!]","Slay the Aegyptian Warlord","da:craft_desolate_trinket"
"da:kill_apathyr","[Next level.]","Kill the Apathyr.","da:craft_apathyr_heart"
"da:kill_cursed_sentinel","[How long have they been here?]","Kill a Cursed Sentinel","da:craft_gaelon_shard"
"da:kill_dark_assassin","[The Cult sends their regards!]","Slay a Cult of Roh Assassin","da:root"
"da:kill_dark_royal","[No rest for the wicked.]","Slay a Roh Crypt Guard","da:kill_dark_assassin"
"da:kill_elite_draugr","[Champion of the Vikings]","Slay a Frostborn Draugr Champion","da:craft_frost_locator"
"da:kill_everator","[Big Brother.]","Kill the Everator.","da:kill_aegyptian_recurian"
"da:kill_fallen_stormvier","[And so the Journey Begins!]","Slay A Fallen Stormvier in the Rotten Hold","da:craft_dungeon_bread"
"da:kill_great_wyrk","[The Depths of the Frost]","Slay an Ancient Wyrk","da:craft_frost_locator"
"da:kill_high_king","[Dethroned!]","Slay the High King","da:kill_imperial_halberd"
"da:kill_imperial_halberd","[The Definition of Forgotten.]","Slay a High Court Halbidier","da:craft_sky_locator"
"da:kill_kobf","[The Flame that takes all]","Slay the Knight of Burning Flame","da:kill_abberrant"
"da:kill_night_lich","[He who roams in the darkness...]","Slay the Night Lich","da:find_soul_star"
"da:kill_obsidilith","[The monolith in the void.]","Slay the Obsidilith","da:craft_obsidian_eye"
"da:kill_scutter_beetle","[Why they so cute though?]","Kill a Scutter Beetle","da:craft_desolate_trinket"
"da:kill_void_blossom","[The Plant of the Void]","Slay a Void Blossom","da:craft_void_lily"
"da:kill_voidclysm","[Well that was a close one!]","Slay the Voidclysm","da:kill_obsidilith"
"da:kill_volatile_spirit","[Gatekeeper.]","Slay a Volactile Spirit","da:craft_flame_locator"
"da:root","[Dungeon Additions Mod]","Welcome to Unseen's Dungeon Additions, originally a backport of BOMD but now extended into bringing a RPG experience!","-"
"deeperdepths:aw_dang_it","[Aw Dang It]","Open an ominous vault without getting a heavy core","deeperdepths:lets_go_gambling"
"deeperdepths:is_it_a_balloon","[Is It a Balloon?]","Look at a Ghast through a Spyglass","deeperdepths:is_it_a_bird"
"deeperdepths:is_it_a_bird","[Is It a Bird?]","Look at a Parrot through a Spyglass","minecraft:adventure/root"
"deeperdepths:is_it_a_plane","[Is It a Plane?]","Look at the Ender Dragon through a Spyglass","deeperdepths:is_it_a_balloon"
"deeperdepths:lets_go_gambling","[Let's Go Gambling!]","Use an Ominous Trial Key to open an Ominous Vault","minecraft:adventure/root"
"deeperdepths:over_overkill","[Over-Overkill]","Deal 50 hearts of damage in a single hit using the Mace","minecraft:adventure/root"
"deeperdepths:wax_off","[Wax Off]","Scrape Wax off of a Copper block!","deeperdepths:wax_on"
"deeperdepths:wax_on","[Wax On]","Apply wax to a Copper block","minecraft:adventure/root"
"defiledlands:main/blastem_fruit_blazing","[By Fire Be Purged]","Craft some Blazing Blastem Fruits","defiledlands:main/hephaestite"
"defiledlands:main/book_wyrm_breed","[The Smell of Love]","Breed two Book Wyrms using Foul Candy","defiledlands:main/root"
"defiledlands:main/book_wyrm_breed_max_level","[Genetic Engineering]","Breed Book Wyrms until you reach 30 enchanting level","defiledlands:main/book_wyrm_breed"
"defiledlands:main/book_wyrm_breed_perfect","[The Perfect Specimen]","Breed Book Wyrms until you obtain a perfect specimen","defiledlands:main/book_wyrm_breed_max_level"
"defiledlands:main/discover_all_biomes","[Unholy Pilgrimage]","Discover every natural defiled biome","defiledlands:main/root"
"defiledlands:main/hephaestite","[A Gift from the Fire Gods]","Mine some Hephaestite","defiledlands:main/root"
"defiledlands:main/kill_all_mobs","[Cleanse the Land]","Kill one of every monster from the defiled lands","defiledlands:main/root"
"defiledlands:main/ravaging_tool","[Wielder of Destruction]","Make a tool out of Ravaging Essence","defiledlands:main/summon_destroyer"
"defiledlands:main/root","[Defiled Lands]","A horrible chill runs down your spine...","-"
"defiledlands:main/scarlite","[The Scarlet Crusade]","Mine some Scarlite deep underground","defiledlands:main/umbrium"
"defiledlands:main/summon_destroyer","[One Laid Waste on the World]","Use a Calling Stone on an active Conjuring Altar","defiledlands:main/scarlite"
"defiledlands:main/summon_mourner","[The Other Wept in Silence]","Use an Idol of Sorrow on an active Conjuring Altar","defiledlands:main/summon_destroyer"
"defiledlands:main/umbrium","[Deep Purple]","Smelt Umbrium Ore into an ingot","defiledlands:main/root"
"defiledlands:recipes/armor/scale_boots","defiledlands:recipes/armor/scale_boots","<null>","defiledlands:recipes/root"
"defiledlands:recipes/armor/scale_chestplate","defiledlands:recipes/armor/scale_chestplate","<null>","defiledlands:recipes/root"
"defiledlands:recipes/armor/scale_golden_boots","defiledlands:recipes/armor/scale_golden_boots","<null>","defiledlands:recipes/root"
"defiledlands:recipes/armor/scale_golden_chestplate","defiledlands:recipes/armor/scale_golden_chestplate","<null>","defiledlands:recipes/root"
"defiledlands:recipes/armor/scale_golden_helmet","defiledlands:recipes/armor/scale_golden_helmet","<null>","defiledlands:recipes/root"
"defiledlands:recipes/armor/scale_golden_leggings","defiledlands:recipes/armor/scale_golden_leggings","<null>","defiledlands:recipes/root"
"defiledlands:recipes/armor/scale_helmet","defiledlands:recipes/armor/scale_helmet","<null>","defiledlands:recipes/root"
"defiledlands:recipes/armor/scale_leggings","defiledlands:recipes/armor/scale_leggings","<null>","defiledlands:recipes/root"
"defiledlands:recipes/armor/umbrium_boots","defiledlands:recipes/armor/umbrium_boots","<null>","defiledlands:recipes/root"
"defiledlands:recipes/armor/umbrium_chestplate","defiledlands:recipes/armor/umbrium_chestplate","<null>","defiledlands:recipes/root"
"defiledlands:recipes/armor/umbrium_helmet","defiledlands:recipes/armor/umbrium_helmet","<null>","defiledlands:recipes/root"
"defiledlands:recipes/armor/umbrium_leggings","defiledlands:recipes/armor/umbrium_leggings","<null>","defiledlands:recipes/root"
"defiledlands:recipes/baubles/phytoprostasia_amulet","defiledlands:recipes/baubles/phytoprostasia_amulet","<null>","defiledlands:recipes/root"
"defiledlands:recipes/baubles/scarlite_ring","defiledlands:recipes/baubles/scarlite_ring","<null>","defiledlands:recipes/root"
"defiledlands:recipes/decoration/ravaging_bricks","defiledlands:recipes/decoration/ravaging_bricks","<null>","defiledlands:recipes/root"
"defiledlands:recipes/decoration/ravaging_stone","defiledlands:recipes/decoration/ravaging_stone","<null>","defiledlands:recipes/root"
"defiledlands:recipes/decoration/sandstone_defiled_stairs","defiledlands:recipes/decoration/sandstone_defiled_stairs","<null>","defiledlands:recipes/root"
"defiledlands:recipes/decoration/sandstone_defiled_stairs_uncraft","defiledlands:recipes/decoration/sandstone_defiled_stairs_uncraft","<null>","defiledlands:recipes/root"
"defiledlands:recipes/decoration/stone_defiled_bricks","defiledlands:recipes/decoration/stone_defiled_bricks","<null>","defiledlands:recipes/root"
"defiledlands:recipes/decoration/stone_defiled_bricks_mossy","defiledlands:recipes/decoration/stone_defiled_bricks_mossy","<null>","defiledlands:recipes/root"
"defiledlands:recipes/decoration/stone_defiled_bricks_mossy_alt","defiledlands:recipes/decoration/stone_defiled_bricks_mossy_alt","<null>","defiledlands:recipes/root"
"defiledlands:recipes/decoration/stone_defiled_bricks_stairs","defiledlands:recipes/decoration/stone_defiled_bricks_stairs","<null>","defiledlands:recipes/root"
"defiledlands:recipes/decoration/stone_defiled_bricks_stairs_uncraft","defiledlands:recipes/decoration/stone_defiled_bricks_stairs_uncraft","<null>","defiledlands:recipes/root"
"defiledlands:recipes/decoration/stone_defiled_mossy","defiledlands:recipes/decoration/stone_defiled_mossy","<null>","defiledlands:recipes/root"
"defiledlands:recipes/decoration/stone_defiled_slab_bricks","defiledlands:recipes/decoration/stone_defiled_slab_bricks","<null>","defiledlands:recipes/root"
"defiledlands:recipes/decoration/stone_defiled_slab_bricks_uncraft","defiledlands:recipes/decoration/stone_defiled_slab_bricks_uncraft","<null>","defiledlands:recipes/root"
"defiledlands:recipes/decoration/stone_defiled_slab_sandstone","defiledlands:recipes/decoration/stone_defiled_slab_sandstone","<null>","defiledlands:recipes/root"
"defiledlands:recipes/decoration/stone_defiled_slab_sandstone_uncraft","defiledlands:recipes/decoration/stone_defiled_slab_sandstone_uncraft","<null>","defiledlands:recipes/root"
"defiledlands:recipes/decoration/stone_defiled_slab_stone","defiledlands:recipes/decoration/stone_defiled_slab_stone","<null>","defiledlands:recipes/root"
"defiledlands:recipes/decoration/stone_defiled_slab_stone_uncraft","defiledlands:recipes/decoration/stone_defiled_slab_stone_uncraft","<null>","defiledlands:recipes/root"
"defiledlands:recipes/decoration/stone_defiled_stairs","defiledlands:recipes/decoration/stone_defiled_stairs","<null>","defiledlands:recipes/root"
"defiledlands:recipes/decoration/stone_defiled_stairs_uncraft","defiledlands:recipes/decoration/stone_defiled_stairs_uncraft","<null>","defiledlands:recipes/root"
"defiledlands:recipes/decoration/tenebra_door","defiledlands:recipes/decoration/tenebra_door","<null>","defiledlands:recipes/root"
"defiledlands:recipes/decoration/tenebra_stairs","defiledlands:recipes/decoration/tenebra_stairs","<null>","defiledlands:recipes/root"
"defiledlands:recipes/decoration/tenebra_stairs_uncraft","defiledlands:recipes/decoration/tenebra_stairs_uncraft","<null>","defiledlands:recipes/root"
"defiledlands:recipes/decoration/wood_defiled_slab_tenebra","defiledlands:recipes/decoration/wood_defiled_slab_tenebra","<null>","defiledlands:recipes/root"
"defiledlands:recipes/decoration/wood_defiled_slab_tenebra_uncraft","defiledlands:recipes/decoration/wood_defiled_slab_tenebra_uncraft","<null>","defiledlands:recipes/root"
"defiledlands:recipes/material/defilement_powder","defiledlands:recipes/material/defilement_powder","<null>","defiledlands:recipes/root"
"defiledlands:recipes/material/ravaging_ingot","defiledlands:recipes/material/ravaging_ingot","<null>","defiledlands:recipes/root"
"defiledlands:recipes/material/remorseful_gem","defiledlands:recipes/material/remorseful_gem","<null>","defiledlands:recipes/root"
"defiledlands:recipes/material/sandstone_defiled","defiledlands:recipes/material/sandstone_defiled","<null>","defiledlands:recipes/root"
"defiledlands:recipes/material/tenebra_planks","defiledlands:recipes/material/tenebra_planks","<null>","defiledlands:recipes/root"
"defiledlands:recipes/misc/arrow_vilespine","defiledlands:recipes/misc/arrow_vilespine","<null>","defiledlands:recipes/root"
"defiledlands:recipes/misc/calling_stone","defiledlands:recipes/misc/calling_stone","<null>","defiledlands:recipes/root"
"defiledlands:recipes/misc/foul_candy","defiledlands:recipes/misc/foul_candy","<null>","defiledlands:recipes/root"
"defiledlands:recipes/misc/healing_pad","defiledlands:recipes/misc/healing_pad","<null>","defiledlands:recipes/root"
"defiledlands:recipes/misc/idol_sorrow","defiledlands:recipes/misc/idol_sorrow","<null>","defiledlands:recipes/root"
"defiledlands:recipes/misc/pellet_ravaging","defiledlands:recipes/misc/pellet_ravaging","<null>","defiledlands:recipes/root"
"defiledlands:recipes/misc/pellet_ravaging_upgrade","defiledlands:recipes/misc/pellet_ravaging_upgrade","<null>","defiledlands:recipes/root"
"defiledlands:recipes/misc/pellet_spiked","defiledlands:recipes/misc/pellet_spiked","<null>","defiledlands:recipes/root"
"defiledlands:recipes/misc/pellet_umbrium","defiledlands:recipes/misc/pellet_umbrium","<null>","defiledlands:recipes/root"
"defiledlands:recipes/misc/torch_hephaestite","defiledlands:recipes/misc/torch_hephaestite","<null>","defiledlands:recipes/root"
"defiledlands:recipes/root","defiledlands:recipes/root","<null>","-"
"defiledlands:recipes/storage/hephaestite_block","defiledlands:recipes/storage/hephaestite_block","<null>","defiledlands:recipes/root"
"defiledlands:recipes/storage/hephaestite_block_uncraft","defiledlands:recipes/storage/hephaestite_block_uncraft","<null>","defiledlands:recipes/root"
"defiledlands:recipes/storage/scarlite_block","defiledlands:recipes/storage/scarlite_block","<null>","defiledlands:recipes/root"
"defiledlands:recipes/storage/scarlite_block_uncraft","defiledlands:recipes/storage/scarlite_block_uncraft","<null>","defiledlands:recipes/root"
"defiledlands:recipes/storage/umbrium_block","defiledlands:recipes/storage/umbrium_block","<null>","defiledlands:recipes/root"
"defiledlands:recipes/storage/umbrium_block_uncraft","defiledlands:recipes/storage/umbrium_block_uncraft","<null>","defiledlands:recipes/root"
"defiledlands:recipes/storage/umbrium_nugget","defiledlands:recipes/storage/umbrium_nugget","<null>","defiledlands:recipes/root"
"defiledlands:recipes/storage/umbrium_nugget_combine","defiledlands:recipes/storage/umbrium_nugget_combine","<null>","defiledlands:recipes/root"
"defiledlands:recipes/tools/blastem_fruit_blazing","defiledlands:recipes/tools/blastem_fruit_blazing","<null>","defiledlands:recipes/root"
"defiledlands:recipes/tools/book_wyrm_analyzer","defiledlands:recipes/tools/book_wyrm_analyzer","<null>","defiledlands:recipes/root"
"defiledlands:recipes/tools/concussion_smasher","defiledlands:recipes/tools/concussion_smasher","<null>","defiledlands:recipes/root"
"defiledlands:recipes/tools/ravaging_axe","defiledlands:recipes/tools/ravaging_axe","<null>","defiledlands:recipes/root"
"defiledlands:recipes/tools/ravaging_pickaxe","defiledlands:recipes/tools/ravaging_pickaxe","<null>","defiledlands:recipes/root"
"defiledlands:recipes/tools/ravaging_shovel","defiledlands:recipes/tools/ravaging_shovel","<null>","defiledlands:recipes/root"
"defiledlands:recipes/tools/scarlite_razor","defiledlands:recipes/tools/scarlite_razor","<null>","defiledlands:recipes/root"
"defiledlands:recipes/tools/scarlite_reaver","defiledlands:recipes/tools/scarlite_reaver","<null>","defiledlands:recipes/root"
"defiledlands:recipes/tools/tears_flame","defiledlands:recipes/tools/tears_flame","<null>","defiledlands:recipes/root"
"defiledlands:recipes/tools/tears_shulker","defiledlands:recipes/tools/tears_shulker","<null>","defiledlands:recipes/root"
"defiledlands:recipes/tools/the_ravager","defiledlands:recipes/tools/the_ravager","<null>","defiledlands:recipes/root"
"defiledlands:recipes/tools/umbra_blaster","defiledlands:recipes/tools/umbra_blaster","<null>","defiledlands:recipes/root"
"defiledlands:recipes/tools/umbrium_axe","defiledlands:recipes/tools/umbrium_axe","<null>","defiledlands:recipes/root"
"defiledlands:recipes/tools/umbrium_hoe","defiledlands:recipes/tools/umbrium_hoe","<null>","defiledlands:recipes/root"
"defiledlands:recipes/tools/umbrium_pickaxe","defiledlands:recipes/tools/umbrium_pickaxe","<null>","defiledlands:recipes/root"
"defiledlands:recipes/tools/umbrium_shovel","defiledlands:recipes/tools/umbrium_shovel","<null>","defiledlands:recipes/root"
"defiledlands:recipes/tools/umbrium_sword","defiledlands:recipes/tools/umbrium_sword","<null>","defiledlands:recipes/root"
"disenchanter:recipes/disenchantment_table","disenchanter:recipes/disenchantment_table","<null>","disenchanter:recipes/root"
"disenchanter:recipes/root","disenchanter:recipes/root","<null>","-"
"ebwizardry:advanced","[Advancing Rapidly]","Upgrade your wand to advanced tier","ebwizardry:apprentice"
"ebwizardry:all_artefacts","[A Veritable Museum]","Collect all of the rings, amulets and charms","ebwizardry:artefact"
"ebwizardry:all_spells","[Mage of All Trades]","Cast every single spell in the game","ebwizardry:master"
"ebwizardry:anger_wizard","[You'll Regret That]","Make a wizard angry","ebwizardry:wizard_trade"
"ebwizardry:apprentice","[Wizard's Apprentice]","Use a tome of arcana to upgrade your wand","ebwizardry:arcane_initiate"
"ebwizardry:arcane_initiate","[Arcane Initiate]","Craft a magic wand with a gold nugget, a stick and a magic crystal","ebwizardry:crystal"
"ebwizardry:armour_set","[Now You're A Proper Wizard]","Craft and equip a full set of wizard armor","ebwizardry:arcane_initiate"
"ebwizardry:artefact","[A Forgotten Relic]","Lift the protective enchantments from a shrine and claim the treasures within","ebwizardry:visit_shrine"
"ebwizardry:battlemage","[The Pledge Of The Battlemage]","Obtain a piece of battlemage armour","ebwizardry:armour_set"
"ebwizardry:buy_master_spell","[Knowledge is Power]","Purchase a master spell from a wizard","ebwizardry:wizard_trade"
"ebwizardry:craft_lectern","[Arcane Encyclopedia]","Craft a lectern to keep track of your spell library","ebwizardry:find_library_ruins"
"ebwizardry:create_elemental_armour","[Changing Clothes]","Imbue a piece of wizard armor with spectral dust of one of the arcane elements","ebwizardry:restore_imbuement_altar"
"ebwizardry:crystal","[A Curious Crystal...]","Mine a magic crystal","ebwizardry:root"
"ebwizardry:defeat_evil_wizard","[Righteousness]","Defeat an evil wizard","ebwizardry:arcane_initiate"
"ebwizardry:defeat_remnant","[Dust Off Your Arrows]","Hunt down the remnants guarding an obelisk and collect their spectral dust","ebwizardry:arcane_initiate"
"ebwizardry:discover_master_spell","[Dicing With Danger]","Successfully identify a master spell by trial and error","ebwizardry:spell_failure"
"ebwizardry:discover_spell","[Trial And Error]","Identify an unknown spell by casting it and seeing what happens","ebwizardry:arcane_initiate"
"ebwizardry:enchant_scroll","[Scroll Up!]","Craft a blank scroll and enchant it with a spell at an arcane workbench","ebwizardry:arcane_initiate"
"ebwizardry:find_library_ruins","[I Think My Books Are Overdue]","Uncover the ruins of a forgotten library","ebwizardry:defeat_remnant"
"ebwizardry:handbook/arcane_workbench","ebwizardry:handbook/arcane_workbench","<null>","-"
"ebwizardry:handbook/crystal_flowers","ebwizardry:handbook/crystal_flowers","<null>","-"
"ebwizardry:handbook/elements","ebwizardry:handbook/elements","<null>","-"
"ebwizardry:handbook/magical_creatures","ebwizardry:handbook/magical_creatures","<null>","-"
"ebwizardry:handbook/mana_flasks","ebwizardry:handbook/mana_flasks","<null>","-"
"ebwizardry:handbook/obelisks","ebwizardry:handbook/obelisks","<null>","-"
"ebwizardry:handbook/on_subsection_unlock","ebwizardry:handbook/on_subsection_unlock","<null>","-"
"ebwizardry:handbook/scrolls","ebwizardry:handbook/scrolls","<null>","-"
"ebwizardry:handbook/spells","ebwizardry:handbook/spells","<null>","-"
"ebwizardry:handbook/throwables","ebwizardry:handbook/throwables","<null>","-"
"ebwizardry:handbook/tome_of_arcana","ebwizardry:handbook/tome_of_arcana","<null>","-"
"ebwizardry:identify_spell","[Arcane Appraisal]","Find a more reliable way of identifying spells","ebwizardry:discover_spell"
"ebwizardry:master","[Arcane Master]","Obtain a master wand","ebwizardry:advanced"
"ebwizardry:max_out_wand","[Fully Equipped]","Apply the maximum number of upgrades to a master wand","ebwizardry:master"
"ebwizardry:restore_imbuement_altar","[Good As New]","Restore an imbuement altar to its former glory","ebwizardry:find_library_ruins"
"ebwizardry:restore_ruined_book","[Arcane Archaeologist]","Restore a ruined spell book at an imbuement altar","ebwizardry:restore_imbuement_altar"
"ebwizardry:root","[Wizardry]","A wizard's journey to mastering the arcane","-"
"ebwizardry:sage","[The Path Of The Sage]","Obtain a piece of sage armour","ebwizardry:armour_set"
"ebwizardry:special_upgrade","[Arcane Tinkering]","Apply a special upgrade to a wand","ebwizardry:apprentice"
"ebwizardry:spell_failure","[That Backfired]","Find out the hard way how spells can go wrong","ebwizardry:discover_spell"
"ebwizardry:visit_shrine","[Enshrined]","Enter a shrine and awaken its ancient magic","ebwizardry:defeat_evil_wizard"
"ebwizardry:warlock","[The Way Of The Warlock]","Obtain a piece of warlock armour","ebwizardry:armour_set"
"ebwizardry:wizard_tower","[Who Lives Here?]","Visit a wizard's tower","ebwizardry:arcane_initiate"
"ebwizardry:wizard_trade","[Magic Dealing]","Purchase an item from a wizard","ebwizardry:wizard_tower"
"ee:craft_amber_armor","[Can't hide from me now!]","Craft the full set of Cordium Armor.","ee:find_cordium"
"ee:craft_ash_brick","[Tiles of the Depths]","Craft Ashed Bricks, might be useful for more machines","ee:find_red"
"ee:craft_compulsor","[Machine goes brrrr...]","Craft or steal a Compulsor","ee:kill_constructor"
"ee:craft_cordium_torch","[I'm safe now, right?]","Craft Cordium Torches.","ee:find_cordium"
"ee:craft_dark_gear","[Knighthood]","Craft the Dark Armor set","ee:kill_knights"
"ee:craft_door","[Thou Shall Not Pass]","Craft a Ashed Door Creator, also useful for bridges","ee:craft_keyhole"
"ee:craft_end_bow","[Can't Touch This!]","Craft an Endfall Bow.","ee:find_soul"
"ee:craft_end_fall_staff","[Magic User Unlocked!]","Craft an Endfall Staff.","ee:find_soul"
"ee:craft_end_fall_sword","[Sword of Souls]","Craft an Endfall Sword.","ee:find_soul"
