"Mod name","Registry name","Entity class name","ID"
"Chocolate Quest Repoured","cqrepoured:giant_tortoise","team.cqr.cqrepoured.entity.boss.gianttortoise.EntityCQRGiantTortoise",42
"Chocolate Quest Repoured","cqrepoured:goblin","team.cqr.cqrepoured.entity.mobs.EntityCQRGoblin",20
"Chocolate Quest Repoured","cqrepoured:golem","team.cqr.cqrepoured.entity.mobs.EntityCQRGolem",21
"Chocolate Quest Repoured","cqrepoured:gremlin","team.cqr.cqrepoured.entity.mobs.EntityCQRGremlin",19
"Chocolate Quest Repoured","cqrepoured:human","team.cqr.cqrepoured.entity.mobs.EntityCQRHuman",22
"Chocolate Quest Repoured","cqrepoured:ice_spike","team.cqr.cqrepoured.entity.misc.EntityIceSpike",56
"Chocolate Quest Repoured","cqrepoured:illager","team.cqr.cqrepoured.entity.mobs.EntityCQRIllager",23
"Chocolate Quest Repoured","cqrepoured:illusion_walker_king","team.cqr.cqrepoured.entity.misc.EntityWalkerKingIllusion",52
"Chocolate Quest Repoured","cqrepoured:lich","team.cqr.cqrepoured.entity.boss.EntityCQRLich",43
"Chocolate Quest Repoured","cqrepoured:mandril","team.cqr.cqrepoured.entity.mobs.EntityCQRMandril",26
"Chocolate Quest Repoured","cqrepoured:minotaur","team.cqr.cqrepoured.entity.mobs.EntityCQRMinotaur",25
"Chocolate Quest Repoured","cqrepoured:mummy","team.cqr.cqrepoured.entity.mobs.EntityCQRMummy",27
"Chocolate Quest Repoured","cqrepoured:necromancer","team.cqr.cqrepoured.entity.boss.EntityCQRNecromancer",45
"Chocolate Quest Repoured","cqrepoured:nether_dragon","team.cqr.cqrepoured.entity.boss.netherdragon.EntityCQRNetherDragon",41
"Chocolate Quest Repoured","cqrepoured:npc","team.cqr.cqrepoured.entity.mobs.EntityCQRNPC",24
"Chocolate Quest Repoured","cqrepoured:ogre","team.cqr.cqrepoured.entity.mobs.EntityCQROgre",28
"Chocolate Quest Repoured","cqrepoured:orc","team.cqr.cqrepoured.entity.mobs.EntityCQROrc",29
"Chocolate Quest Repoured","cqrepoured:pirate","team.cqr.cqrepoured.entity.mobs.EntityCQRPirate",31
"Chocolate Quest Repoured","cqrepoured:pirate_captain","team.cqr.cqrepoured.entity.boss.EntityCQRPirateCaptain",47
"Chocolate Quest Repoured","cqrepoured:pirate_parrot","team.cqr.cqrepoured.entity.boss.EntityCQRPirateParrot",55
"Chocolate Quest Repoured","cqrepoured:primedtnt","team.cqr.cqrepoured.entity.misc.EntityTNTPrimedCQR",59
"Chocolate Quest Repoured","cqrepoured:projectile_bubble","team.cqr.cqrepoured.entity.projectiles.ProjectileBubble",10
"Chocolate Quest Repoured","cqrepoured:projectile_bullet","team.cqr.cqrepoured.entity.projectiles.ProjectileBullet",1
"Chocolate Quest Repoured","cqrepoured:projectile_cannon_ball","team.cqr.cqrepoured.entity.projectiles.ProjectileCannonBall",2
"Chocolate Quest Repoured","cqrepoured:projectile_earth_quake","team.cqr.cqrepoured.entity.projectiles.ProjectileEarthQuake",3
"Chocolate Quest Repoured","cqrepoured:projectile_energy_orb","team.cqr.cqrepoured.entity.projectiles.ProjectileEnergyOrb",15
"Chocolate Quest Repoured","cqrepoured:projectile_firewall_part","team.cqr.cqrepoured.entity.projectiles.ProjectileFireWallPart",7
"Chocolate Quest Repoured","cqrepoured:projectile_homing_ender_eye","team.cqr.cqrepoured.entity.projectiles.ProjectileHomingEnderEye",14
"Chocolate Quest Repoured","cqrepoured:projectile_hookshot_hook","team.cqr.cqrepoured.entity.projectiles.ProjectileHookShotHook",8
"Chocolate Quest Repoured","cqrepoured:projectile_hot_fireball","team.cqr.cqrepoured.entity.projectiles.ProjectileHotFireball",11
"Chocolate Quest Repoured","cqrepoured:projectile_poison_spell","team.cqr.cqrepoured.entity.projectiles.ProjectilePoisonSpell",4
"Chocolate Quest Repoured","cqrepoured:projectile_spider_ball","team.cqr.cqrepoured.entity.projectiles.ProjectileSpiderBall",5
"Chocolate Quest Repoured","cqrepoured:projectile_spider_hook","team.cqr.cqrepoured.entity.projectiles.ProjectileSpiderHook",9
"Chocolate Quest Repoured","cqrepoured:projectile_thrown_block","team.cqr.cqrepoured.entity.projectiles.ProjectileThrownBlock",13
"Chocolate Quest Repoured","cqrepoured:projectile_vampiric_spell","team.cqr.cqrepoured.entity.projectiles.ProjectileVampiricSpell",6
"Chocolate Quest Repoured","cqrepoured:projectile_web","team.cqr.cqrepoured.entity.projectiles.ProjectileWeb",12
"Chocolate Quest Repoured","cqrepoured:skeleton","team.cqr.cqrepoured.entity.mobs.EntityCQRSkeleton",32
"Chocolate Quest Repoured","cqrepoured:slime_part","team.cqr.cqrepoured.entity.EntitySlimePart",0
"Chocolate Quest Repoured","cqrepoured:spectre","team.cqr.cqrepoured.entity.mobs.EntityCQRSpectre",33
"Chocolate Quest Repoured","cqrepoured:spider_egg","team.cqr.cqrepoured.entity.misc.EntitySpiderEgg",57
"Chocolate Quest Repoured","cqrepoured:summoning_circle","team.cqr.cqrepoured.entity.misc.EntitySummoningCircle",49
"Chocolate Quest Repoured","cqrepoured:triton","team.cqr.cqrepoured.entity.mobs.EntityCQRTriton",34
"Chocolate Quest Repoured","cqrepoured:walker","team.cqr.cqrepoured.entity.mobs.EntityCQRWalker",35
"Chocolate Quest Repoured","cqrepoured:walker_king","team.cqr.cqrepoured.entity.boss.EntityCQRWalkerKing",46
"Chocolate Quest Repoured","cqrepoured:walker_tornado","team.cqr.cqrepoured.entity.misc.EntityWalkerTornado",54
"Chocolate Quest Repoured","cqrepoured:zombie","team.cqr.cqrepoured.entity.mobs.EntityCQRZombie",36
"Comforts","comforts:_entity_rest","c4.comforts.common.entities.EntityRest",1
"CyclopsTek","cyclopstek:cyclops","net.tangotek.cyclopstek.EntityCyclops",1
"Davinci's Vessels","davincisvessels:parachute","com.elytradev.davincisvessels.common.entity.EntityParachute",3
"Davinci's Vessels","davincisvessels:seat","com.elytradev.davincisvessels.common.entity.EntitySeat",2
"Davinci's Vessels","davincisvessels:ship","com.elytradev.davincisvessels.common.entity.EntityShip",1
"Deep Below","mimicfish:lunkertooth","com.unoriginal.mimicfish.entities.entity.EntityLunkertooth",0
"Deeper Depths","deeperdepths:bogged","com.deeperdepths.common.entities.EntityBogged",1
"Deeper Depths","deeperdepths:breeze","com.deeperdepths.common.entities.EntityBreeze",2
"Deeper Depths","deeperdepths:chambers_painting","com.deeperdepths.common.entities.EntityDDPainting",4
"Deeper Depths","deeperdepths:ominous_item_spawner","com.deeperdepths.common.entities.EntityOminousItemSpawner",5
"Deeper Depths","deeperdepths:wind_charge","com.deeperdepths.common.entities.EntityWindCharge",3
"Defiled Lands","defiledlands:blastem_fruit","lykrast.defiledlands.common.entity.projectile.EntityBlastemFruit",9
"Defiled Lands","defiledlands:blastem_fruit_blazing","lykrast.defiledlands.common.entity.projectile.EntityBlastemFruitBlazing",10
"Defiled Lands","defiledlands:book_wyrm","lykrast.defiledlands.common.entity.passive.EntityBookWyrm",6
"Defiled Lands","defiledlands:host","lykrast.defiledlands.common.entity.monster.EntityHost",4
"Defiled Lands","defiledlands:ravager_projectile","lykrast.defiledlands.common.entity.projectile.EntityRavagerProjectile",11
"Defiled Lands","defiledlands:scuttler","lykrast.defiledlands.common.entity.monster.EntityScuttler",3
"Defiled Lands","defiledlands:shambler","lykrast.defiledlands.common.entity.monster.EntityShambler",1
"Defiled Lands","defiledlands:shambler_twisted","lykrast.defiledlands.common.entity.monster.EntityShamblerTwisted",2
"Defiled Lands","defiledlands:slime_defiled","lykrast.defiledlands.common.entity.monster.EntitySlimeDefiled",5
"Defiled Lands","defiledlands:the_destroyer","lykrast.defiledlands.common.entity.boss.EntityDestroyer",7
"Defiled Lands","defiledlands:the_mourner","lykrast.defiledlands.common.entity.boss.EntityMourner",8
"Depths of Madness","db:claw","com.unseen.db.entity.EntityClaw",124
"Depths of Madness","db:claw_two","com.unseen.db.entity.EntityClawTwo",133
"Depths of Madness","db:entity_aura","com.unseen.db.entity.EntityBlindnessAura",126
"Depths of Madness","db:entity_jail","com.unseen.db.entity.EntityJailCell",127
"Depths of Madness","db:entity_orb","com.unseen.db.entity.ProjectileOrb",128
"Depths of Madness","db:hiero_spike","com.unseen.db.entity.EntityHieroSpike",130
"Depths of Madness","db:hiero_spike_up","com.unseen.db.entity.EntityHieroSpikeOp",131
"Depths of Madness","db:hierophant","com.unseen.db.entity.EntityHeirophant",123
"Depths of Madness","db:orb_player","com.unseen.db.entity.ProjectileActionOrb",132
"Depths of Madness","db:static_box","com.unseen.db.entity.EntityStaticBox",125
"Depths of Madness","db:thrall","com.unseen.db.entity.EntityThrall",129
"Doggy Talents","doggytalents:attackbeam","doggytalents.entity.EntityDoggyBeam",1
"Doggy Talents","doggytalents:dog","doggytalents.entity.EntityDog",0
"Dungeon Mobs","dungeonmobs:dmbeholder","com.gw.dm.entity.EntityAhriman",6
"Dungeon Mobs","dungeonmobs:dmcavefisher","com.gw.dm.entity.EntityCaveFisher",9
"Dungeon Mobs","dungeonmobs:dmcockatrice","com.gw.dm.entity.EntityCockatrice",18
"Dungeon Mobs","dungeonmobs:dmdarkball","com.gw.dm.projectile.EntityEldermobBall",33
"Dungeon Mobs","dungeonmobs:dmdestrachan","com.gw.dm.entity.EntityDestrachan",10
"Dungeon Mobs","dungeonmobs:dmeldermob","com.gw.dm.entity.EntityEldermob",34
"Dungeon Mobs","dungeonmobs:dmfallenangel","com.gw.dm.entity.EntityFallenAngel",30
"Dungeon Mobs","dungeonmobs:dmghost","com.gw.dm.entity.EntityGhost",36
"Dungeon Mobs","dungeonmobs:dmghoul","com.gw.dm.entity.EntityGhoul",2
"Dungeon Mobs","dungeonmobs:dmhookhorror","com.gw.dm.entity.EntityHookHorror",5
"Dungeon Mobs","dungeonmobs:dmillithid","com.gw.dm.entity.EntityIllithid",12
"Dungeon Mobs","dungeonmobs:dmlightball","com.gw.dm.projectile.EntityLightball",29
"Dungeon Mobs","dungeonmobs:dmmagicmissile","com.gw.dm.projectile.EntityMagicMissile",16
"Dungeon Mobs","dungeonmobs:dmmanticore","com.gw.dm.entity.EntityManticore",22
"Dungeon Mobs","dungeonmobs:dmnetherhound","com.gw.dm.entity.EntityNetherHound",13
"Dungeon Mobs","dungeonmobs:dmpetrified","com.gw.dm.entity.EntityPetrified",19
"Dungeon Mobs","dungeonmobs:dmrakshasa","com.gw.dm.entity.EntityRakshasa",14
"Dungeon Mobs","dungeonmobs:dmrakshasaimage","com.gw.dm.entity.EntityRakshasaImage",15
"Dungeon Mobs","dungeonmobs:dmrevenant","com.gw.dm.entity.EntityRevenant",0
"Dungeon Mobs","dungeonmobs:dmrustmonster","com.gw.dm.entity.EntityRustMonster",1
"Dungeon Mobs","dungeonmobs:dmshrieker","com.gw.dm.entity.EntityShrieker",3
"Dungeon Mobs","dungeonmobs:dmsonicboom","com.gw.dm.projectile.EntityEyeRay",11
"Dungeon Mobs","dungeonmobs:dmsonicboom","com.gw.dm.projectile.EntityEyeRay",11
"Dungeon Mobs","dungeonmobs:dmtroll","com.gw.dm.entity.EntityTroll",8
"Dungeon Mobs","dungeonmobs:dmumberhulk","com.gw.dm.entity.EntityUmberHulk",4
"Dungeon Mobs","dungeonmobs:dmvampire","com.gw.dm.entity.EntityVampire",28
"Eerie Entities","eerieentities:cursed_armor","com.jarhax.eerieentities.entities.EntityCursedArmor",3
"Eerie Entities","eerieentities:nether_knight","com.jarhax.eerieentities.entities.EntityNetherKnight",2
"Eerie Entities","eerieentities:pumpkin_slime","com.jarhax.eerieentities.entities.EntityPumpkinSlime",1
"Eerie Entities","eerieentities:wisp","com.jarhax.eerieentities.entities.EntityWisp",0
"Electroblob's Wizardry","ebwizardry:arrow_rain","electroblob.wizardry.entity.construct.EntityArrowRain",62
"Electroblob's Wizardry","ebwizardry:black_hole","electroblob.wizardry.entity.construct.EntityBlackHole",49
"Electroblob's Wizardry","ebwizardry:blaze_minion","electroblob.wizardry.entity.living.EntityBlazeMinion",5
"Electroblob's Wizardry","ebwizardry:blizzard","electroblob.wizardry.entity.construct.EntityBlizzard",50
"Electroblob's Wizardry","ebwizardry:boulder","electroblob.wizardry.entity.construct.EntityBoulder",70
"Electroblob's Wizardry","ebwizardry:bubble","electroblob.wizardry.entity.construct.EntityBubble",67
"Electroblob's Wizardry","ebwizardry:combustion_rune","electroblob.wizardry.entity.construct.EntityCombustionRune",55
"Electroblob's Wizardry","ebwizardry:conjured_arrow","electroblob.wizardry.entity.projectile.EntityConjuredArrow",30
"Electroblob's Wizardry","ebwizardry:darkness_orb","electroblob.wizardry.entity.projectile.EntityDarknessOrb",38
"Electroblob's Wizardry","ebwizardry:dart","electroblob.wizardry.entity.projectile.EntityDart",27
"Electroblob's Wizardry","ebwizardry:decay","electroblob.wizardry.entity.construct.EntityDecay",58
"Electroblob's Wizardry","ebwizardry:decoy","electroblob.wizardry.entity.living.EntityDecoy",17
"Electroblob's Wizardry","ebwizardry:earthquake","electroblob.wizardry.entity.construct.EntityEarthquake",63
"Electroblob's Wizardry","ebwizardry:ember","electroblob.wizardry.entity.projectile.EntityEmber",42
"Electroblob's Wizardry","ebwizardry:evil_wizard","electroblob.wizardry.entity.living.EntityEvilWizard",21
"Electroblob's Wizardry","ebwizardry:fire_sigil","electroblob.wizardry.entity.construct.EntityFireSigil",52
"Electroblob's Wizardry","ebwizardry:firebolt","electroblob.wizardry.entity.projectile.EntityFirebolt",39
"Electroblob's Wizardry","ebwizardry:firebomb","electroblob.wizardry.entity.projectile.EntityFirebomb",31
"Electroblob's Wizardry","ebwizardry:flamecatcher_arrow","electroblob.wizardry.entity.projectile.EntityFlamecatcherArrow",29
"Electroblob's Wizardry","ebwizardry:force_arrow","electroblob.wizardry.entity.projectile.EntityForceArrow",26
"Electroblob's Wizardry","ebwizardry:force_orb","electroblob.wizardry.entity.projectile.EntityForceOrb",36
"Electroblob's Wizardry","ebwizardry:forcefield","electroblob.wizardry.entity.construct.EntityForcefield",51
"Electroblob's Wizardry","ebwizardry:frost_sigil","electroblob.wizardry.entity.construct.EntityFrostSigil",53
"Electroblob's Wizardry","ebwizardry:hailstorm","electroblob.wizardry.entity.construct.EntityHailstorm",64
"Electroblob's Wizardry","ebwizardry:healing_aura","electroblob.wizardry.entity.construct.EntityHealAura",57
"Electroblob's Wizardry","ebwizardry:husk_minion","electroblob.wizardry.entity.living.EntityHuskMinion",1
"Electroblob's Wizardry","ebwizardry:ice_barrier","electroblob.wizardry.entity.construct.EntityIceBarrier",71
"Electroblob's Wizardry","ebwizardry:ice_charge","electroblob.wizardry.entity.projectile.EntityIceCharge",35
"Electroblob's Wizardry","ebwizardry:ice_giant","electroblob.wizardry.entity.living.EntityIceGiant",14
"Electroblob's Wizardry","ebwizardry:ice_lance","electroblob.wizardry.entity.projectile.EntityIceLance",28
"Electroblob's Wizardry","ebwizardry:ice_shard","electroblob.wizardry.entity.projectile.EntityIceShard",24
"Electroblob's Wizardry","ebwizardry:ice_spike","electroblob.wizardry.entity.construct.EntityIceSpike",69
"Electroblob's Wizardry","ebwizardry:ice_wraith","electroblob.wizardry.entity.living.EntityIceWraith",9
"Electroblob's Wizardry","ebwizardry:iceball","electroblob.wizardry.entity.projectile.EntityIceball",45
"Electroblob's Wizardry","ebwizardry:large_magic_fireball","electroblob.wizardry.entity.projectile.EntityLargeMagicFireball",44
"Electroblob's Wizardry","ebwizardry:levitating_block","electroblob.wizardry.entity.EntityLevitatingBlock",48
"Electroblob's Wizardry","ebwizardry:lightning_arrow","electroblob.wizardry.entity.projectile.EntityLightningArrow",25
"Electroblob's Wizardry","ebwizardry:lightning_disc","electroblob.wizardry.entity.projectile.EntityLightningDisc",41
"Electroblob's Wizardry","ebwizardry:lightning_hammer","electroblob.wizardry.entity.construct.EntityHammer",47
"Electroblob's Wizardry","ebwizardry:lightning_sigil","electroblob.wizardry.entity.construct.EntityLightningSigil",54
"Electroblob's Wizardry","ebwizardry:lightning_wraith","electroblob.wizardry.entity.living.EntityLightningWraith",10
"Electroblob's Wizardry","ebwizardry:magic_fireball","electroblob.wizardry.entity.projectile.EntityMagicFireball",43
"Electroblob's Wizardry","ebwizardry:magic_missile","electroblob.wizardry.entity.projectile.EntityMagicMissile",23
"Electroblob's Wizardry","ebwizardry:magic_slime","electroblob.wizardry.entity.living.EntityMagicSlime",16
"Electroblob's Wizardry","ebwizardry:meteor","electroblob.wizardry.entity.EntityMeteor",46
"Electroblob's Wizardry","ebwizardry:phoenix","electroblob.wizardry.entity.living.EntityPhoenix",13
"Electroblob's Wizardry","ebwizardry:poison_bomb","electroblob.wizardry.entity.projectile.EntityPoisonBomb",32
"Electroblob's Wizardry","ebwizardry:radiant_totem","electroblob.wizardry.entity.construct.EntityRadiantTotem",60
"Electroblob's Wizardry","ebwizardry:remnant","electroblob.wizardry.entity.living.EntityRemnant",22
"Electroblob's Wizardry","ebwizardry:ring_of_fire","electroblob.wizardry.entity.construct.EntityFireRing",56
"Electroblob's Wizardry","ebwizardry:shadow_wraith","electroblob.wizardry.entity.living.EntityShadowWraith",18
"Electroblob's Wizardry","ebwizardry:shield","electroblob.wizardry.entity.EntityShield",66
"Electroblob's Wizardry","ebwizardry:silverfish_minion","electroblob.wizardry.entity.living.EntitySilverfishMinion",7
"Electroblob's Wizardry","ebwizardry:skeleton_minion","electroblob.wizardry.entity.living.EntitySkeletonMinion",2
"Electroblob's Wizardry","ebwizardry:smoke_bomb","electroblob.wizardry.entity.projectile.EntitySmokeBomb",34
"Electroblob's Wizardry","ebwizardry:spark","electroblob.wizardry.entity.projectile.EntitySpark",37
"Electroblob's Wizardry","ebwizardry:spark_bomb","electroblob.wizardry.entity.projectile.EntitySparkBomb",33
"Electroblob's Wizardry","ebwizardry:spectral_golem","electroblob.wizardry.entity.living.EntitySpectralGolem",15
"Electroblob's Wizardry","ebwizardry:spider_minion","electroblob.wizardry.entity.living.EntitySpiderMinion",4
"Electroblob's Wizardry","ebwizardry:spirit_horse","electroblob.wizardry.entity.living.EntitySpiritHorse",12
"Electroblob's Wizardry","ebwizardry:spirit_wolf","electroblob.wizardry.entity.living.EntitySpiritWolf",11
"Electroblob's Wizardry","ebwizardry:storm_elemental","electroblob.wizardry.entity.living.EntityStormElemental",19
"Electroblob's Wizardry","ebwizardry:stormcloud","electroblob.wizardry.entity.construct.EntityStormcloud",65
"Electroblob's Wizardry","ebwizardry:stray_minion","electroblob.wizardry.entity.living.EntityStrayMinion",3
"Electroblob's Wizardry","ebwizardry:thunderbolt","electroblob.wizardry.entity.projectile.EntityThunderbolt",40
"Electroblob's Wizardry","ebwizardry:tornado","electroblob.wizardry.entity.construct.EntityTornado",68
"Electroblob's Wizardry","ebwizardry:vex_minion","electroblob.wizardry.entity.living.EntityVexMinion",8
"Electroblob's Wizardry","ebwizardry:wither_skeleton_minion","electroblob.wizardry.entity.living.EntityWitherSkeletonMinion",6
"Electroblob's Wizardry","ebwizardry:withering_totem","electroblob.wizardry.entity.construct.EntityWitheringTotem",61
"Electroblob's Wizardry","ebwizardry:wizard","electroblob.wizardry.entity.living.EntityWizard",20
"Electroblob's Wizardry","ebwizardry:zombie_minion","electroblob.wizardry.entity.living.EntityZombieMinion",0
"Electroblob's Wizardry","ebwizardry:zombie_spawner","electroblob.wizardry.entity.construct.EntityZombieSpawner",59
"End Expansion","ee:acid_proj","com.example.structure.entity.ProjectileAcid",167
"End Expansion","ee:aoe_avalon","com.example.structure.entity.trader.EntityAOEArena",164
"End Expansion","ee:avalon","com.example.structure.entity.trader.EntityAvalon",162
"End Expansion","ee:barrend_parasite","com.example.structure.entity.EntityBarrendParasite",168
"End Expansion","ee:blood_slash","com.example.structure.entity.knighthouse.knightlord.EntityBloodSlash",174
"End Expansion","ee:bomb_proj","com.example.structure.entity.trader.ProjectileBomb",165
"End Expansion","ee:buffker","com.example.structure.entity.EntityBuffker",124
"End Expansion","ee:chomper_arrow","com.example.structure.entity.arrow.EntityChomperArrow",159
"End Expansion","ee:controller","com.example.structure.entity.EntityController",144
"End Expansion","ee:controller_lift","com.example.structure.entity.trader.EntityControllerLift",166
"End Expansion","ee:crystal_ball","com.example.structure.entity.EntityCrystalSpikeSmall",125
"End Expansion","ee:crystal_boss","com.example.structure.entity.EntityCrystalKnight",123
"End Expansion","ee:crytsal_ground","com.example.structure.entity.EntityGroundCrystal",126
"End Expansion","ee:depths_chomper","com.example.structure.entity.EntityChomper",156
"End Expansion","ee:end_bug","com.example.structure.entity.EntityEndBug",134
"End Expansion","ee:end_eye","com.example.structure.entity.EntityEnderEyeFly",152
"End Expansion","ee:end_king","com.example.structure.entity.endking.EntityEndKing",129
"End Expansion","ee:end_knight","com.example.structure.entity.EntityEnderKnight",135
"End Expansion","ee:end_lord","com.example.structure.entity.knighthouse.EntityKnightLord",138
"End Expansion","ee:end_mage","com.example.structure.entity.knighthouse.EntityEnderMage",137
"End Expansion","ee:end_seeker","com.example.structure.entity.seekers.EndSeeker",151
"End Expansion","ee:end_seeker_prime","com.example.structure.entity.seekers.EndSeekerPrime",153
"End Expansion","ee:end_shield","com.example.structure.entity.knighthouse.EntityEnderShield",136
"End Expansion","ee:entity_idle","com.example.structure.entity.EntityExplosion",127
"End Expansion","ee:fire_ball_red","com.example.structure.entity.endking.EntityFireBall",132
"End Expansion","ee:friend_king","com.example.structure.entity.endking.friendly.EntityFriendKing",155
"End Expansion","ee:ghost_arm","com.example.structure.entity.EntityGhostArm",146
"End Expansion","ee:ghost_king_phase","com.example.structure.entity.endking.ghosts.EntityGhostPhase",141
"End Expansion","ee:golem_b","com.example.structure.entity.barrend.EntityBarrendGolem",154
"End Expansion","ee:green_arrow","com.example.structure.entity.arrow.EntityGreenArrow",160
"End Expansion","ee:heal_aura","com.example.structure.entity.knighthouse.EntityHealAura",140
"End Expansion","ee:lame_eye","com.example.structure.entity.EntityLamentedEye",145
"End Expansion","ee:lamented_islands_painting","com.example.structure.entity.painting.EntityEEPainting",170
"End Expansion","ee:lamentor_wave","com.example.structure.entity.lamentorUtil.EntityLamentorWave",169
"End Expansion","ee:large_aoe","com.example.structure.entity.endking.EntityLargeAOEEffect",157
"End Expansion","ee:lidoped","com.example.structure.entity.barrend.EntityLidoped",171
"End Expansion","ee:mad_spirit","com.example.structure.entity.barrend.EntityMadSpirit",172
"End Expansion","ee:mini_avalon","com.example.structure.entity.trader.EntityMiniValon",163
"End Expansion","ee:mini_nuke","com.example.structure.entity.EntityMiniNuke",147
"End Expansion","ee:move_tile_aoe","com.example.structure.entity.barrend.ultraparasite.EntityMoveTile",173
"End Expansion","ee:nuke","com.example.structure.entity.endking.EntityNuclearExplosion",133
"End Expansion","ee:pghost_king","com.example.structure.entity.endking.ghosts.EntityPermanantGhost",149
"End Expansion","ee:projectile_quake","com.example.structure.entity.ProjectileQuake",128
"End Expansion","ee:purple_ball","com.example.structure.entity.ProjectilePurple",148
"End Expansion","ee:red_crystal","com.example.structure.entity.endking.EntityRedCrystal",130
"End Expansion","ee:red_sword","com.example.structure.entity.endking.ProjectileSpinSword",131
"End Expansion","ee:ring_eye","com.example.structure.entity.EntityEye",142
"End Expansion","ee:snatcher","com.example.structure.entity.EntitySnatcher",139
"End Expansion","ee:sword_attack","com.example.structure.entity.endking.EntityGroundSword",150
"End Expansion","ee:sword_spike","com.example.structure.entity.EntitySwordSpike",161
"End Expansion","ee:unholy_arrow","com.example.structure.entity.arrow.EntityUnholyArrow",158
"End Expansion","ee:wall","com.example.structure.entity.EntityWall",143
"Exotic Birds","exoticbirds:bird_egg","pavocado.exoticbirds.entity.EntityBirdEgg",38
"Exotic Birds","exoticbirds:bluejay","pavocado.exoticbirds.entity.Birds.EntityBluejay",25
"Exotic Birds","exoticbirds:booby","pavocado.exoticbirds.entity.Birds.EntityBooby",23
"Exotic Birds","exoticbirds:budgerigar","pavocado.exoticbirds.entity.Birds.EntityBudgie",29
"Exotic Birds","exoticbirds:cardinal","pavocado.exoticbirds.entity.Birds.EntityCardinal",24
"Exotic Birds","exoticbirds:cassowary","pavocado.exoticbirds.entity.Birds.EntityCassowary",0
"Exotic Birds","exoticbirds:cloud_phoenix","pavocado.exoticbirds.entity.Birds.Phoenix.EntityCloudPhoenix",31
"Exotic Birds","exoticbirds:crane","pavocado.exoticbirds.entity.Birds.EntityCrane",27
"Exotic Birds","exoticbirds:desert_phoenix","pavocado.exoticbirds.entity.Birds.Phoenix.EntityDesertPhoenix",35
"Exotic Birds","exoticbirds:duck","pavocado.exoticbirds.entity.Birds.EntityDuck",1
"Exotic Birds","exoticbirds:emperorpenguin","pavocado.exoticbirds.entity.Birds.EntityPenguinEmperor",14
"Exotic Birds","exoticbirds:ender_phoenix","pavocado.exoticbirds.entity.Birds.Phoenix.EntityEnderPhoenix",36
"Exotic Birds","exoticbirds:flamingo","pavocado.exoticbirds.entity.Birds.EntityFlamingo",2
"Exotic Birds","exoticbirds:gouldianfinch","pavocado.exoticbirds.entity.Birds.EntityGouldianfinch",3
"Exotic Birds","exoticbirds:heron","pavocado.exoticbirds.entity.Birds.EntityHeron",22
"Exotic Birds","exoticbirds:hummingbird","pavocado.exoticbirds.entity.Birds.EntityHummingbird",4
"Exotic Birds","exoticbirds:kingfisher","pavocado.exoticbirds.entity.Birds.EntityKingfisher",5
"Exotic Birds","exoticbirds:kiwi","pavocado.exoticbirds.entity.Birds.EntityKiwi",6
"Exotic Birds","exoticbirds:kookaburra","pavocado.exoticbirds.entity.Birds.EntityKookaburra",28
"Exotic Birds","exoticbirds:lyrebird","pavocado.exoticbirds.entity.Birds.EntityLyrebird",7
"Exotic Birds","exoticbirds:magpie","pavocado.exoticbirds.entity.Birds.EntityMagpie",8
"Exotic Birds","exoticbirds:nether_phoenix","pavocado.exoticbirds.entity.Birds.Phoenix.EntityNetherPhoenix",33
"Exotic Birds","exoticbirds:ostrich","pavocado.exoticbirds.entity.Birds.EntityOstrich",9
"Exotic Birds","exoticbirds:owl","pavocado.exoticbirds.entity.Birds.EntityOwl",10
"Exotic Birds","exoticbirds:parrot","pavocado.exoticbirds.entity.Birds.EntityParrot",11
"Exotic Birds","exoticbirds:peafowl","pavocado.exoticbirds.entity.Birds.EntityPeafowl",12
"Exotic Birds","exoticbirds:pelican","pavocado.exoticbirds.entity.Birds.EntityPelican",13
"Exotic Birds","exoticbirds:phoenix","pavocado.exoticbirds.entity.Birds.Phoenix.EntityFirePhoenix",30
"Exotic Birds","exoticbirds:pigeon","pavocado.exoticbirds.entity.Birds.EntityPigeon",15
"Exotic Birds","exoticbirds:roadrunner","pavocado.exoticbirds.entity.Birds.EntityRoadrunner",16
"Exotic Birds","exoticbirds:robin","pavocado.exoticbirds.entity.Birds.EntityRobin",26
"Exotic Birds","exoticbirds:seagull","pavocado.exoticbirds.entity.Birds.EntitySeagull",17
"Exotic Birds","exoticbirds:snow_phoenix","pavocado.exoticbirds.entity.Birds.Phoenix.EntitySnowPhoenix",34
"Exotic Birds","exoticbirds:swan","pavocado.exoticbirds.entity.Birds.EntitySwan",18
"Exotic Birds","exoticbirds:toucan","pavocado.exoticbirds.entity.Birds.EntityToucan",19
"Exotic Birds","exoticbirds:twilight_phoenix","pavocado.exoticbirds.entity.Birds.Phoenix.EntityTwilightPhoenix",37
"Exotic Birds","exoticbirds:vulture","pavocado.exoticbirds.entity.Birds.EntityVulture",20
"Exotic Birds","exoticbirds:water_phoenix","pavocado.exoticbirds.entity.Birds.Phoenix.EntityWaterPhoenix",32
"Exotic Birds","exoticbirds:woodpecker","pavocado.exoticbirds.entity.Birds.EntityWoodpecker",21
"ExplorerCraft","explorercraft:enderghast","zathrox.explorercraft.entity.EntityEnderghast",2
"ExplorerCraft","explorercraft:enderreeper","zathrox.explorercraft.entity.EntityEnderreeper",1
